Time,ZebraCount,LionCount
1852000,11,0
1853000,11,0
1854000,13,0
1855000,13,0
1856000,13,0
1857000,12,0
1858000,12,0
1859000,11,0
1860000,10,0
1861000,13,0
1862000,13,0
1863000,13,0
1864000,13,0
1865000,14,0
1866000,15,0
1867000,15,0
1868000,14,0
1869000,14,0
1870000,13,0
1871000,9,0
1872000,14,0
1873000,14,0
1874000,13,0
1875000,13,0
1876000,13,0
1877000,14,0
1878000,13,0
1879000,13,0
1880000,11,0
1881000,11,0
1882000,10,0
1883000,10,0
1884000,11,0
1885000,11,0
1886000,10,0
1887000,9,0
1888000,9,0
1889000,8,0
1890000,11,0
1891000,12,0
1892000,12,0
1893000,12,0
1894000,11,0
1895000,10,0
