Generation,StartingEnergy,Speed,DetectRange,BreedEnergy,BabyEnergy,AttentionSpan,Desirability,DesirabilityThreshold,Lifespan,Age,BirthTime,COD
371,23.364029,0.71874976,49.612473,37.117058,8.70517,500.0,1.0878734E7,3.2394052,4481,398,74065,Starvation
370,31.13412,0.8852452,64.86567,34.308777,11.729702,500.0,1.2287326E7,2.1048534,4051,696,73773,Starvation
358,23.253456,0.7790244,92.08255,45.43789,9.143695,500.0,1.0057472E7,2.506557,5884,1484,72986,Starvation
339,16.708342,0.7101302,104.257484,26.372826,9.39484,500.0,8143144.5,2.5546951,3922,6815,67659,Starvation
349,21.511333,0.9655005,80.57034,32.249744,9.547397,500.0,1.0798192E7,1.8800266,6183,4703,69773,Starvation
367,24.997953,1.0426159,69.330696,39.14975,14.206795,500.0,1.5840764E7,3.0472698,4900,1467,73011,Starvation
353,23.90932,0.99608165,67.0034,30.890123,10.757564,500.0,6744429.0,1.7443545,5242,4741,69738,Starvation
361,33.719276,0.7497302,93.046425,40.271515,19.04643,500.0,1.1967323E7,3.2942367,4371,1398,73081,Starvation
364,28.404142,0.61628705,117.413246,31.391018,10.707598,500.0,1.0232882E7,1.7343717,3767,2036,72444,Starvation
369,25.32545,0.76585656,85.05269,21.193394,10.265136,500.0,1.5737461E7,2.3088102,5769,1755,72728,Starvation
342,19.93321,0.9871804,81.84759,24.845129,7.79231,500.0,9341256.0,2.2511115,2809,6246,68243,Starvation
372,27.612915,0.8328381,57.10118,24.793049,14.407951,500.0,1.635596E7,3.1454382,6139,134,74358,Starvation
372,21.215494,0.842745,65.616554,32.382362,12.794459,500.0,1.0960996E7,3.1061382,4005,464,74029,Starvation
371,27.936012,1.0065155,55.115456,30.778412,15.38764,500.0,1.3326326E7,3.3046463,3632,377,74124,Starvation
359,28.696209,0.68260515,67.613556,28.719545,12.173764,500.0,1.0430733E7,2.2639437,3418,2917,71591,Starvation
369,25.416786,0.9093173,52.500607,24.141619,9.242383,500.0,1.3465447E7,2.36493,3984,1006,73502,Starvation
377,21.906189,0.6639074,70.21915,28.908998,9.168323,500.0,1.6966566E7,3.011352,4130,221,74287,Starvation
280,24.92978,0.79691887,116.327515,37.24244,13.825814,500.0,414113.9,1.9875617,2760,16336,58193,Starvation
353,25.537281,0.7223688,127.83276,25.870377,10.141148,500.0,4770356.0,2.2122068,4887,507,74023,Starvation
372,22.36309,1.2053604,53.600983,23.876549,10.569694,500.0,1.4427306E7,2.8209834,3236,475,74066,Starvation
352,27.335438,0.6939528,62.93532,38.405704,11.501467,500.0,7894887.0,2.187512,5948,1160,73389,Starvation
304,23.646366,0.7154703,100.24921,19.21188,15.279163,500.0,1674665.6,2.0720677,5922,11988,62565,Starvation
306,25.181534,0.9332344,68.170425,25.503397,11.807286,500.0,1745549.4,1.5635602,4088,3753,70801,Starvation
289,23.445332,0.97112215,63.428474,41.274715,13.37672,500.0,1283614.2,2.2125647,3493,13759,60797,Old Age
361,26.326954,0.93820137,72.30034,24.393425,9.340731,500.0,1.2869077E7,1.8542199,4396,1171,73387,Starvation
370,19.703194,0.6739253,58.59482,22.602028,7.344365,500.0,1.3027772E7,2.429009,4776,1052,73506,Starvation
367,28.148602,0.5967,52.35527,36.078537,14.8189945,500.0,1.4016984E7,2.5471966,5259,1533,73028,Starvation
365,28.261562,0.87525594,63.600533,38.350567,12.517534,500.0,1.8702702E7,3.1571763,4541,2404,72160,Starvation
257,31.67345,0.7569689,103.50522,46.039948,18.020319,500.0,230740.98,1.8112519,2712,14208,60357,Starvation
367,20.1669,0.8959359,54.08697,37.72956,11.832415,500.0,1.6155696E7,1.985335,4039,2085,72480,Starvation
311,31.572302,0.94183844,65.098694,27.340904,12.340004,500.0,2451897.0,2.0863957,5005,9444,65123,Starvation
342,22.090767,0.88017917,65.81128,27.148096,10.05734,500.0,6159907.0,2.3439667,3437,5771,68796,Starvation
353,25.832375,0.8046777,96.14213,21.107414,15.820215,500.0,6203954.0,2.9560084,5144,2693,71875,Starvation
345,26.607965,0.7918488,110.83515,43.23535,12.508797,500.0,4867167.0,1.9491863,4340,2642,71928,Starvation
335,27.073698,0.9714873,81.713776,22.93523,10.478333,500.0,5480290.0,3.7520986,3472,7555,67016,Starvation
347,25.111086,1.0192844,87.437645,24.4338,8.746811,500.0,6898616.5,1.7119312,4423,5578,68996,Starvation
366,27.368382,0.55238706,92.11079,35.415222,12.359129,500.0,1.6237968E7,3.0594006,5063,525,74050,Starvation
353,27.547882,0.68187183,60.328766,27.30904,17.278688,500.0,1.1018261E7,1.5639023,4252,1854,72726,Starvation
229,28.607586,0.7319303,97.004135,35.00414,12.874919,500.0,97377.82,1.8983307,3195,21773,52808,Starvation
369,31.080032,0.7329988,62.231964,35.65543,11.98017,500.0,1.5324913E7,3.0516076,4049,2073,72508,Starvation
339,33.71472,1.0992303,82.013374,32.00134,18.871435,500.0,2890954.8,2.5938811,3495,6461,68123,Starvation
376,24.646809,0.7421284,72.25843,36.37917,12.872582,500.0,2.5568028E7,3.0914261,4756,248,74336,Starvation
338,18.018097,0.8060738,86.33091,24.826622,10.760866,500.0,2599736.5,2.6862862,2771,5966,68619,Starvation
370,21.422224,0.87301886,71.38361,32.72736,12.129208,500.0,1.9690532E7,1.8160341,5806,1594,72992,Starvation
349,29.930466,0.63735664,66.45545,39.251812,14.684962,500.0,8935393.0,1.9918035,4906,1051,73541,Starvation
365,23.331604,0.687248,67.65311,33.831745,10.389685,500.0,1.4296798E7,3.3276858,6262,985,73609,Starvation
367,24.740786,0.7637991,52.994896,37.010963,13.257669,500.0,1.3416062E7,3.4682128,3765,749,73846,Starvation
338,23.346401,0.807751,75.7113,23.276365,14.105023,500.0,6229540.5,2.6511035,4632,4735,69861,Starvation
358,22.84626,0.9528953,87.79256,36.438744,13.648928,500.0,1.44705E7,1.6564671,6518,2707,71892,Starvation
360,28.381058,0.7657887,63.82869,31.561943,15.251229,500.0,1.215973E7,2.8415236,3690,2383,72221,Starvation
365,30.949211,0.78851736,62.258846,24.132256,13.70308,500.0,1.2743698E7,2.728001,4454,2037,72569,Starvation
365,29.944187,0.8999901,85.21062,46.871056,12.41135,500.0,2.049519E7,1.7172087,6346,1310,73297,Starvation
370,21.841917,0.54393524,89.30527,28.010866,12.336775,500.0,1.5517314E7,3.498781,6676,470,74138,Starvation
321,31.320332,0.67065716,70.793015,29.587744,17.804092,500.0,2604485.0,1.958501,4360,8887,65723,Starvation
370,25.682919,0.6968277,84.47531,20.238684,14.161467,500.0,9065204.0,2.463186,6903,367,74243,Starvation
354,25.46136,0.8763683,61.94438,25.64735,13.8675995,500.0,1.0180808E7,2.4006362,5206,4367,70248,Starvation
306,22.482903,0.89017713,97.33214,26.406813,13.454528,500.0,1569245.2,1.6576846,5728,11476,63141,Starvation
257,26.512463,0.998766,90.32268,30.345833,15.764795,500.0,338423.3,1.7266053,3405,18136,56482,Starvation
317,29.494776,0.6597586,92.021286,36.62774,15.918029,500.0,2490906.0,2.34311,6100,8887,65735,Starvation
369,23.407375,0.69362366,58.65374,45.59826,13.927306,500.0,1.8340362E7,2.1043825,4827,736,73887,Starvation
344,34.002663,0.8701276,65.01612,19.595306,19.595306,500.0,4350540.0,2.2508154,3130,5143,69481,Old Age
371,19.68795,0.90672845,91.04585,32.230194,12.225275,500.0,2.3377778E7,2.2863264,7013,593,74031,Starvation
362,26.707203,0.80100405,61.958115,47.840366,11.5691,500.0,1.5121132E7,2.638673,5226,2403,72223,Starvation
375,24.656174,1.2093086,80.44703,38.27455,14.11242,500.0,1.5936086E7,1.9776769,3261,498,74128,Starvation
314,24.355896,0.96114266,88.26718,25.379158,12.387412,500.0,2580367.0,1.3908691,3963,7621,67008,Starvation
352,28.179642,0.7937425,69.03096,37.383533,11.983091,500.0,8386088.0,2.048736,5233,783,73848,Starvation
367,19.939964,0.791783,57.321724,46.749954,11.475069,500.0,1.4121491E7,3.435036,3467,701,73930,Starvation
356,25.208809,0.63329446,91.15445,43.14012,14.49064,500.0,8830762.0,2.4964092,5550,859,73773,Starvation
371,24.20374,0.69613755,68.13621,40.799274,10.454628,500.0,2.1101152E7,3.0309334,4492,784,73848,Starvation
257,30.520304,0.79329956,100.44931,23.415598,13.733363,500.0,292886.75,1.9404894,3691,19919,54715,Starvation
365,27.19633,0.73881245,57.75861,30.992392,16.566736,500.0,1.3440364E7,1.9737039,4191,773,73862,Starvation
367,24.739998,0.7024456,68.78163,40.043896,10.8915615,500.0,1.1079249E7,3.19174,4085,1140,73499,Starvation
365,21.431412,0.6178454,106.34659,28.005316,13.658092,500.0,1.3818755E7,2.9954128,3587,329,74315,Starvation
361,31.187113,0.56813204,70.70743,40.37445,12.827957,500.0,8514940.0,1.6781147,3278,563,74084,Starvation
352,26.105238,0.8948876,76.87755,34.551018,10.91068,500.0,7328436.5,1.9366822,3373,1263,73385,Starvation
305,22.40341,0.99747646,116.834755,24.16555,12.362499,500.0,1892404.4,1.7347983,2777,10852,63799,Starvation
370,27.34742,0.78498435,90.009476,45.42491,10.473823,500.0,1.6395351E7,1.3838652,4210,1275,73378,Starvation
311,27.411158,0.8655856,72.8277,37.75184,16.845047,500.0,2622016.8,3.2577085,5713,10391,64263,Starvation
375,26.750273,1.4830923,93.008316,37.19836,11.165557,500.0,1.4447339E7,2.552172,3642,769,73886,Starvation
336,21.830517,1.0851263,72.39916,19.570496,12.84559,500.0,4303028.5,1.6424372,4610,6591,68066,Starvation
346,25.73724,1.0481864,114.26514,30.875418,10.951569,500.0,6267704.0,1.8753917,4172,3649,71008,Starvation
375,27.062931,1.3201979,53.482113,38.453354,15.866945,500.0,2.1317432E7,2.1364532,5559,772,73885,Starvation
372,26.004921,0.66519135,99.69339,25.144243,13.098585,500.0,1.7327258E7,2.591543,5237,1131,73530,Starvation
366,25.58754,0.55709183,64.345505,21.93842,15.767136,500.0,1.462129E7,2.1749313,6281,1257,73405,Starvation
370,28.230719,1.1592216,77.34395,31.517193,16.928467,500.0,2.2691924E7,2.9106777,5523,615,74048,Starvation
273,27.615461,0.62775165,105.39746,31.631414,16.347778,500.0,565980.1,3.0961382,4058,15528,59136,Starvation
347,25.288017,0.7258542,79.41077,21.3161,11.390981,500.0,7105574.5,1.3291426,3961,5591,69075,Old Age
372,25.179703,0.69024646,55.94735,42.388077,9.994088,500.0,9531355.0,3.4636314,5374,653,74028,Starvation
361,36.981407,0.64483273,88.9104,37.897404,14.856985,500.0,1.0275745E7,1.6698437,4393,2824,71859,Starvation
282,28.483143,0.7587483,74.39305,28.487835,17.00333,500.0,459869.03,2.5466976,2840,14696,59992,Starvation
370,26.156738,0.96152174,49.065495,35.196236,11.187336,500.0,2.1064702E7,3.2919025,4468,1282,73406,Starvation
321,26.402214,0.8593396,87.333824,36.857613,14.630734,500.0,3085430.0,2.1713357,2682,8624,66081,Old Age
370,23.44278,1.3121928,45.32184,31.786709,12.501053,500.0,1.8327896E7,2.5075042,3399,986,73724,Starvation
274,26.867584,0.775805,101.710144,45.6332,15.636696,500.0,376722.8,1.9082028,4219,17054,57657,Old Age
371,24.633144,0.6712936,45.853268,29.110674,9.881077,500.0,1.0816734E7,3.6175423,4277,649,74068,Starvation
276,28.86789,1.0445584,82.87862,30.268356,12.461902,500.0,566179.56,2.8362596,2645,16792,57939,Starvation
344,26.137783,0.8407144,62.1356,29.104706,11.30363,500.0,8765657.0,1.877624,5915,5287,69453,Starvation
356,26.70341,1.0831289,88.72223,26.650936,12.108669,500.0,1.1534685E7,1.7090237,5037,3647,71100,Starvation
284,22.774094,0.70870686,84.63401,25.178288,13.742043,500.0,743817.4,2.4552681,4237,13954,60795,Starvation
367,21.905546,0.7869381,63.1998,32.521965,8.817245,500.0,1.2163354E7,1.6193745,5424,1882,72867,Starvation
349,23.37902,0.94036317,70.44962,22.931442,10.245266,500.0,6885378.5,2.1209984,3082,5735,69016,Starvation
376,21.6871,0.62247735,41.985424,42.4855,9.13723,500.0,2.120663E7,2.3689983,3675,218,74534,Starvation
345,22.589275,1.0070276,90.43746,27.54411,10.85721,500.0,1.0452086E7,3.0684423,5425,5293,69460,Starvation
353,25.98592,0.92035544,87.67794,41.893406,11.338959,500.0,7256216.0,1.9951034,3968,3011,71744,Starvation
279,27.464241,1.0025892,98.70165,30.6562,11.094386,500.0,412257.5,2.5220115,3662,16554,58204,Starvation
376,24.772852,0.8018631,63.667503,40.672623,10.633242,500.0,1.9033922E7,1.7650379,3863,499,74259,Starvation
352,24.709423,0.7312283,79.80866,26.205273,9.3750305,500.0,1.0996136E7,1.8784748,3378,2499,72260,Starvation
361,25.257523,0.94332176,68.46211,39.0048,14.554833,500.0,1.4626912E7,3.1033392,5745,2109,72650,Starvation
365,24.374222,0.8774903,86.13805,32.432987,8.68872,500.0,1.3865657E7,3.1164727,4659,1158,73601,Starvation
363,22.864063,0.78150547,66.86523,44.304775,14.086312,500.0,1.8463516E7,1.6956291,6121,1980,72784,Starvation
369,24.200516,0.874053,52.549583,27.462772,12.176692,500.0,1.0293258E7,3.833796,2595,1372,73392,Starvation
344,19.044832,0.90837085,99.486496,27.837273,12.10363,500.0,1.0514772E7,2.1943958,5833,5858,68907,Starvation
346,24.503536,0.8776727,65.579666,24.794046,14.342348,500.0,5874265.5,3.5637136,3368,4497,70268,Starvation
366,24.456005,0.63529533,76.10663,39.446507,10.664649,500.0,1.3809927E7,2.548055,4339,1996,72769,Starvation
253,23.973621,0.72968507,79.1577,17.42143,12.099077,500.0,336065.75,1.9099681,2481,21749,53017,Starvation
366,28.191608,0.9903666,57.09906,27.362133,12.626173,500.0,1.7028516E7,1.9983358,3518,1157,73610,Starvation
352,26.707497,0.9038528,70.39949,23.561064,14.103844,500.0,8195906.0,2.0180783,4899,5128,69642,Starvation
375,20.46666,1.4867258,90.764626,34.84013,9.659145,500.0,2.164939E7,2.2897844,5431,206,74565,Starvation
363,31.540266,1.1055919,81.53842,38.458508,17.264965,500.0,8681474.0,2.53899,4737,2222,72552,Starvation
372,24.953688,1.1512941,84.54449,32.905495,12.804473,500.0,2.0882872E7,2.1274269,6893,501,74273,Starvation
361,25.34272,1.004703,74.586655,29.183582,10.789334,500.0,1.0691168E7,2.6392684,4580,2005,72778,Starvation
303,26.946152,0.8915676,80.820625,25.859945,15.826485,500.0,1567191.0,2.3540287,2975,11296,63489,Starvation
366,28.032307,0.8880636,80.476845,36.346245,13.582817,500.0,1.3465125E7,2.6433008,3464,1782,73007,Starvation
364,24.298344,0.81517863,70.57857,31.842247,13.421735,500.0,1.4572037E7,3.1042383,3734,1994,72801,Starvation
370,29.70195,1.1526797,66.4375,24.773823,19.161064,500.0,1.4714327E7,2.7156317,4371,2107,72689,Starvation
371,18.070868,0.6908216,68.726,35.485477,9.607489,500.0,1.8677928E7,2.7246764,5307,1182,73615,Starvation
345,27.932018,1.0751275,83.85104,33.866806,15.480322,500.0,1.0134712E7,2.3764343,4645,5792,69007,Starvation
342,21.759893,0.8097892,71.56496,34.480995,12.425559,500.0,9047220.0,3.0709305,3625,3845,70956,Starvation
349,34.868317,0.7206851,74.83894,43.94644,16.984955,500.0,1.197163E7,1.5511178,4571,1510,73292,Starvation
352,30.108452,0.89829046,70.123955,42.54809,17.110445,500.0,7048625.0,1.6425574,4732,1053,73750,Starvation
356,30.405045,0.7543131,75.21883,33.707462,13.234843,500.0,1.106058E7,2.0305316,4877,3056,71750,Starvation
354,27.3978,0.77835053,62.044952,50.567688,16.909739,500.0,1.2598635E7,1.5718907,5475,275,74532,Starvation
370,27.462606,0.82688636,85.069786,27.529938,16.991047,500.0,1.8579324E7,2.43958,4640,1356,73459,Starvation
376,23.15268,0.6083649,64.46792,26.814146,8.949554,500.0,2.4656858E7,2.2949831,5726,554,74263,Starvation
361,34.519157,1.0648118,92.18586,39.12415,19.93624,500.0,1.356129E7,3.7209363,3011,2897,71933,Starvation
370,26.749184,1.1015445,77.993866,39.55564,10.226286,500.0,1.5887782E7,2.0920796,4319,1417,73416,Starvation
375,28.832176,1.4527942,52.364017,50.652496,14.289931,500.0,1.4681796E7,1.442294,6216,290,74549,Starvation
371,18.247963,0.6631139,90.03123,42.494934,8.449412,500.0,1.8351782E7,2.3632722,5179,684,74160,Starvation
366,34.986076,0.69974583,58.92912,34.51892,22.347393,500.0,1.1705156E7,2.4089148,4329,1878,72972,Starvation
366,24.384706,0.7442803,89.879555,28.324469,13.057613,500.0,7596278.0,2.3145328,3927,495,74355,Starvation
368,29.632053,1.0565567,53.791397,42.402008,12.933537,500.0,1.6695719E7,2.2475662,3320,1789,73074,Starvation
365,21.534805,0.6527628,107.13351,47.738644,9.415766,500.0,1.082319E7,3.0369685,3555,717,74153,Starvation
365,28.191605,1.1599733,78.260376,36.482166,10.954821,500.0,1.3701544E7,1.6275462,6156,2283,72595,Starvation
353,21.817562,0.92864144,121.85693,37.703106,12.141609,500.0,1.4732779E7,2.0323613,5207,1848,73032,Starvation
353,23.711582,1.2618003,71.504944,19.352016,14.321011,500.0,8716840.0,2.1601377,6561,239,74646,Starvation
372,27.859123,1.0961353,63.634434,30.224232,15.177137,500.0,2.3305898E7,2.2160962,3534,477,74414,Starvation
306,28.02739,0.8645916,80.83771,30.413181,12.242692,500.0,2287998.8,2.4850051,3823,11253,63644,Old Age
365,23.277044,0.50389576,105.42423,30.931849,9.806665,500.0,1.0420175E7,1.7033315,4594,234,74669,Starvation
376,18.12298,1.1237475,70.807655,24.579115,11.215034,500.0,3.013136E7,2.5680773,4382,484,74426,Starvation
376,15.986034,1.1592332,80.23624,33.046383,9.000223,500.0,1.8239384E7,2.0662827,6751,161,74749,Starvation
373,24.770416,0.62011486,52.91217,40.772575,11.91801,500.0,2.2097066E7,2.892971,6582,499,74418,Starvation
371,27.079094,0.735617,58.53487,24.54264,12.283982,500.0,2.3692872E7,2.084602,2993,777,74144,Starvation
375,21.867535,1.0514379,50.002556,32.31434,7.957165,500.0,2.3235586E7,1.965155,6475,561,74366,Starvation
306,30.776024,0.9691937,114.12959,32.80967,20.082348,500.0,2466184.2,1.3537182,4067,6516,68420,Old Age
353,25.608677,0.72902316,71.59117,34.929092,9.237509,500.0,1.015367E7,2.4259365,5847,1008,73934,Starvation
355,25.462791,0.929796,114.763916,35.523018,9.190779,500.0,9294106.0,2.4115896,3619,1256,73693,Starvation
372,24.751623,1.0132241,46.26863,28.29235,12.861557,500.0,1.7404364E7,2.1032174,2929,249,74719,Starvation
365,30.442944,1.0705239,74.931404,47.27156,17.390354,500.0,1.073023E7,2.2433252,5367,1056,73916,Starvation
361,29.412,0.8613502,78.76067,33.81704,16.587944,500.0,1.2438349E7,2.2503948,4912,2714,72265,Starvation
304,29.789896,0.90007323,131.81512,37.32309,14.299787,500.0,1589545.4,1.7545965,4869,12227,62756,Starvation
313,29.754738,0.8418127,94.596794,37.029,19.444143,500.0,2307200.2,2.5197852,3939,9517,65473,Old Age
370,21.971752,1.0933664,111.34091,40.3257,12.775236,500.0,1.3299439E7,2.6221576,4656,1471,73526,Starvation
369,23.837135,1.1434968,71.614716,42.28736,14.946611,500.0,2.2255896E7,2.1507406,5020,490,74529,Starvation
367,22.305653,1.2488968,53.746376,30.043507,13.9141655,500.0,1.2963923E7,2.2778199,3889,1946,73076,Starvation
367,24.520735,0.5720351,62.368977,40.739994,14.010101,500.0,1.2663368E7,2.0637186,3400,2107,72932,Starvation
368,26.752361,0.96996576,78.12979,35.795284,9.434277,500.0,1.30905E7,3.1822374,4254,2175,72890,Starvation
373,27.495132,1.221171,51.44057,32.76857,10.109893,500.0,1.5272347E7,2.5855749,4834,526,74554,Starvation
366,29.163147,0.75676036,54.12439,33.197205,11.365956,500.0,1.4674362E7,2.2943494,3804,1929,73157,Starvation
370,27.801638,0.627679,90.68872,26.520231,16.744583,500.0,1.4312822E7,2.0271337,4558,945,74144,Starvation
352,28.33739,0.8002025,55.82139,37.363125,12.477276,500.0,1.1725108E7,2.714117,3791,3161,71941,Starvation
349,32.425858,1.0947222,86.76941,44.471916,14.793519,500.0,5634329.0,1.6438237,6430,326,74795,Starvation
370,28.371288,0.5380488,94.235825,34.44112,10.729324,500.0,1.1680812E7,2.2685728,4872,535,74604,Starvation
290,28.460154,0.9255752,88.0071,40.517166,12.633685,500.0,1547026.4,2.8771749,2723,13281,61870,Starvation
292,24.544436,0.82460743,68.807014,22.88922,14.805728,500.0,1061635.6,1.8864999,5568,14628,60525,Old Age
377,27.760525,1.084148,52.06095,35.836945,11.65312,500.0,2.898318E7,3.3194025,4702,413,74745,Starvation
370,22.20047,1.0685611,87.14718,43.559414,9.325485,500.0,1.7298876E7,3.0278718,6482,1630,73533,Starvation
370,21.290615,0.76534325,102.58983,45.449123,7.918491,500.0,1.2972522E7,2.3930395,4987,1214,73949,Starvation
370,27.908241,0.97125584,65.10713,27.822966,12.467641,500.0,1.0477036E7,2.279177,4173,531,74632,Starvation
280,21.958973,0.8190936,107.087326,34.74666,12.127498,500.0,759053.6,3.948984,3579,15710,59458,Old Age
360,31.732601,0.84246665,101.42061,38.958145,15.704147,500.0,1.2886934E7,2.2087927,3691,2412,72762,Starvation
336,25.309488,0.580324,82.131,36.45211,11.125715,500.0,1812140.9,3.1024888,3982,6505,68707,Starvation
376,24.881353,0.6487643,38.396038,30.1935,13.662481,500.0,2.19931E7,2.1310627,4423,500,74722,Starvation
365,25.008003,0.6079637,87.825745,42.118477,11.076298,500.0,1.7010934E7,2.6802542,4190,1669,73566,Starvation
370,25.894836,0.5656923,62.660088,28.718567,13.812374,500.0,1.5770526E7,3.6230993,5820,760,74480,Starvation
323,34.619194,0.84236705,69.33467,30.758087,19.589619,500.0,2767514.5,2.484702,3819,8098,67163,Starvation
369,30.134796,1.145268,96.73695,51.766953,13.73457,500.0,1.2911842E7,3.1940222,4325,553,74710,Starvation
379,19.450136,1.041952,80.16603,24.435379,11.707651,500.0,1.8817512E7,2.386783,4549,329,74940,Starvation
365,26.532791,1.1606702,77.1448,35.971558,16.28901,500.0,1.698907E7,2.7157571,6798,1354,73916,Starvation
353,31.487354,1.0858626,92.06208,27.235806,13.791294,500.0,5207794.5,2.3928828,5932,178,75098,Starvation
370,18.415806,0.7285434,95.0899,48.062393,6.9784546,500.0,1.9480716E7,1.9318821,3673,1186,74091,Starvation
288,30.526878,0.919812,92.16502,47.11641,19.558636,500.0,1047298.6,2.4975073,2955,13666,61624,Starvation
363,24.782997,0.71717215,101.337135,34.222298,9.476366,500.0,1.3142542E7,3.3450909,4875,3405,71887,Starvation
374,24.671896,0.7879827,97.38529,19.945625,12.619958,500.0,2.2785784E7,2.2733016,4573,122,75170,Starvation
361,25.190453,1.1113186,53.675068,36.518555,9.47677,500.0,1.3540491E7,2.3435466,4638,2909,72394,Starvation
374,25.679676,1.3799549,62.532406,42.53118,9.54954,500.0,2.402507E7,1.782593,5674,1539,73772,Starvation
356,24.703312,0.85968506,89.54837,39.367947,12.018912,500.0,8816920.0,3.3505259,4268,4628,70685,Starvation
370,24.655926,0.75594103,77.064766,46.669697,14.445732,500.0,1.8184238E7,2.398882,4490,1104,74209,Starvation
354,32.009766,0.56218976,92.465195,21.740395,17.696259,500.0,1.1778855E7,2.524238,4736,4291,71025,Starvation
365,33.07645,1.1529728,72.6012,45.385895,19.231197,500.0,1.2190851E7,2.2987103,4276,2390,72930,Starvation
140,26.994293,0.867375,108.12874,35.35051,16.667595,500.0,10054.908,2.5030065,3991,43232,32092,Old Age
352,27.434113,0.64661455,76.89279,44.369835,16.169746,500.0,7030658.0,1.6765234,4472,1114,74210,Starvation
318,31.168144,1.0600042,84.64645,23.758827,15.28152,500.0,2419066.0,2.9342103,4989,9063,66265,Starvation
375,19.430616,0.6880897,43.04897,37.06601,11.521285,500.0,1.4427022E7,2.2028859,4144,965,74363,Starvation
376,23.240152,1.077742,86.79577,34.252945,11.43101,500.0,1.9704276E7,1.7976717,4708,234,75100,Starvation
353,22.715652,0.7566274,108.09167,35.544884,11.657287,500.0,1.0903316E7,2.1568139,3464,1112,74223,Starvation
366,24.05068,0.6866907,84.85657,41.212933,14.813826,500.0,1.7750798E7,1.7690555,6106,1594,73742,Starvation
370,27.461344,0.69290787,80.137634,27.70077,11.507034,500.0,1.5190364E7,1.9437597,5512,1546,73802,Starvation
352,26.858433,0.8039665,65.91954,40.03351,11.909519,500.0,1.1397778E7,1.3343878,5219,1782,73571,Starvation
322,29.294231,0.7336005,92.66975,30.498047,15.514273,500.0,1829763.6,1.9329603,2753,8889,66468,Old Age
273,24.194763,0.79457325,88.8421,36.68736,15.392723,500.0,542341.1,3.0955677,3176,17032,58329,Starvation
349,31.743008,0.6530116,96.01958,28.29037,17.971615,500.0,9669394.0,1.5367583,3373,209,75153,Starvation
353,22.66831,0.8531033,68.05709,42.173653,13.237965,500.0,8294811.0,1.8149807,5407,1728,73647,Starvation
287,25.05375,0.8335628,85.130554,23.813997,13.910315,500.0,1046861.1,1.9545629,4660,15974,59403,Starvation
366,21.226437,0.64382136,86.75963,29.074278,12.249857,500.0,1.7737602E7,2.8012211,5278,2091,73289,Starvation
369,24.24646,0.8697093,123.1214,39.94393,10.184562,500.0,1.2144919E7,2.797249,4749,1642,73740,Starvation
372,29.37033,1.1951237,92.243034,33.80785,17.200733,500.0,1.3292692E7,3.6834042,3467,1623,73784,Starvation
353,30.536356,1.0397646,53.61237,39.48504,19.282637,500.0,1.4125993E7,1.0636687,4507,921,74488,Starvation
310,24.782345,0.779131,89.15741,29.825912,12.876879,500.0,3034635.8,1.7472745,3914,9520,65895,Old Age
361,30.365578,0.7648412,85.15747,36.299576,16.676712,500.0,1.0364752E7,2.480784,4872,1722,73703,Starvation
366,22.456333,0.7682697,68.29246,41.09285,9.6999445,500.0,1.6600698E7,2.6141062,5662,1976,73452,Starvation
365,26.11074,0.7675441,67.13856,28.96928,11.6195345,500.0,8064866.5,2.0530891,4829,1763,73668,Starvation
376,25.554054,1.1704162,105.51624,36.423927,13.960468,500.0,2.1967752E7,1.805646,5205,1257,74175,Starvation
293,23.268751,1.0001357,77.69931,46.982903,12.019457,500.0,1187233.9,2.2049143,4806,14244,61195,Starvation
352,25.40395,0.93872035,59.972473,35.056732,10.426666,500.0,5588976.0,2.1005974,3378,2943,72496,Starvation
370,19.133427,1.0491421,74.951096,38.334236,7.462192,500.0,1.5614966E7,1.9288604,6870,1118,74324,Starvation
367,27.874496,0.8206016,101.86455,46.16661,10.650347,500.0,1.1360406E7,2.4158587,3088,2030,73413,Starvation
353,23.06014,0.7321629,78.79078,30.243422,14.1479435,500.0,7182188.0,2.751656,3334,1982,73462,Starvation
304,27.322765,0.9746535,80.64751,34.912113,13.419417,500.0,2127841.2,1.6641165,4682,12104,63342,Starvation
360,34.04715,0.58115745,73.13421,42.84335,16.269615,500.0,1.4509904E7,1.4635477,4513,2790,72671,Starvation
378,27.223114,1.2428614,108.49071,30.164505,10.037367,500.0,2.8474676E7,1.7934058,5336,620,74844,Starvation
298,30.86138,0.74159473,92.257164,39.110348,19.658638,500.0,1221800.9,1.9344901,3562,13024,62445,Starvation
366,23.780048,0.87112355,88.92755,44.64904,9.354594,500.0,1.698887E7,2.924377,4138,1989,73486,Starvation
371,26.09888,1.0091559,69.92436,29.876781,10.657536,500.0,1.898896E7,3.9740782,5296,1262,74221,Starvation
353,20.006367,0.78025335,65.975204,30.948036,9.973295,500.0,1.2537759E7,2.7441442,5096,1202,74282,Starvation
371,24.189388,1.2740846,96.82281,43.75998,9.550583,500.0,2.0631174E7,3.5201235,2893,743,74746,Starvation
371,21.129883,1.2075292,81.59509,47.26915,9.474771,500.0,1.3750141E7,2.9508111,4589,1713,73779,Starvation
370,28.740896,0.97832036,68.83501,37.498688,10.762625,500.0,1.7730052E7,2.7571568,3696,1289,74204,Starvation
