Generation,StartingEnergy,Speed,DetectRange,BreedEnergy,BabyEnergy,AttentionSpan,Desirability,DesirabilityThreshold,Lifespan,Age,BirthTime,COD
166,22.930996,0.7086835,73.63871,42.996475,10.597805,500.0,22608.56,2.628145,2895,2635,36579,Old Age
172,22.003063,0.688495,56.405716,36.409595,9.118584,500.0,29240.102,1.3385898,2470,1472,37744,Starvation
172,23.230625,0.93046266,60.704506,49.245937,11.256693,500.0,24503.922,2.269232,2274,1396,37820,Starvation
157,25.537888,0.91860116,56.21088,49.21406,11.703037,500.0,11347.551,2.3496947,2124,3257,35964,Starvation
162,21.894535,0.93603116,55.225563,39.089066,8.136408,500.0,21558.443,2.3692074,2115,2558,36665,Starvation
161,22.80281,0.985301,85.31703,49.464867,10.029667,500.0,18230.715,2.229018,3052,2879,36347,Starvation
163,29.783478,0.8443523,57.50641,33.565845,16.541279,500.0,14455.173,2.8656435,3829,799,38429,Starvation
150,28.125317,0.9953323,64.348526,26.976662,13.721802,500.0,8598.215,2.1597419,4468,5396,33841,Starvation
170,22.418755,1.0839373,86.76046,41.15775,10.148535,500.0,25804.271,2.1578484,2717,1476,37775,Starvation
149,32.922768,0.90949655,72.51746,35.992928,19.332054,500.0,7433.9175,3.580074,3883,6137,33118,Starvation
131,28.67308,0.63588846,69.71899,63.604305,16.308178,500.0,6108.532,2.6291628,3208,7212,32045,Starvation
170,20.283413,0.6558702,80.870865,34.2307,9.31347,500.0,23085.43,3.1631355,2745,704,38555,Starvation
168,23.62909,0.94703037,59.56372,29.118666,14.838765,500.0,17161.012,1.6767929,2455,2089,37173,Starvation
166,27.640541,0.88030773,65.47723,48.979996,11.650071,500.0,20694.365,1.8033476,2969,778,38484,Starvation
145,27.242508,0.72087955,69.67702,36.7752,12.717684,500.0,6918.3867,2.2045727,5124,3647,35616,Starvation
168,21.738045,1.1104056,90.07441,26.012156,13.230176,500.0,19835.916,1.4973687,2547,469,38795,Starvation
150,23.983965,0.77498925,63.902534,30.779194,12.602057,500.0,10329.36,2.4075758,2933,5739,33529,Starvation
170,19.411688,0.74461657,57.0512,35.274815,8.007228,500.0,32158.213,2.0532913,2898,1045,38223,Starvation
169,25.944403,1.0926636,62.80619,32.10116,14.375189,500.0,23652.826,1.9629228,3799,1011,38262,Starvation
158,17.964088,0.8190232,60.84134,58.29521,9.45586,500.0,8853.836,2.173983,3136,4181,35097,Starvation
163,27.748863,0.8485908,57.14721,40.930206,15.6273985,500.0,11748.807,2.1671493,4323,2279,37001,Starvation
156,25.745329,0.9921139,62.22336,55.52072,9.742831,500.0,19094.262,1.6479242,2995,5540,33743,Starvation
169,21.498272,0.7390287,84.921074,20.526552,9.377344,500.0,25457.762,3.437029,3185,873,38410,Starvation
166,21.782013,1.1556412,61.182663,39.239334,8.030567,500.0,27665.273,2.1416485,5396,219,39066,Starvation
169,33.00968,1.0083479,89.29091,30.406708,16.631968,500.0,22685.69,1.9921546,2215,165,39121,Starvation
88,33.371094,0.78774935,61.004295,32.8425,19.651814,500.0,1189.2306,4.7388754,4497,17996,21291,Starvation
140,23.241446,0.9137458,58.40975,27.668055,13.882515,500.0,9432.0,3.1398513,3893,8206,31081,Starvation
168,21.382645,0.823732,71.067955,39.75234,9.195599,500.0,29570.799,1.3260432,3549,2034,37257,Starvation
170,27.937796,0.6377166,60.498127,45.930195,11.534584,500.0,26270.795,1.7969992,2364,1531,37760,Starvation
165,25.803387,0.77991414,56.22805,43.35576,10.521536,500.0,14911.936,1.7913669,2742,1510,37782,Starvation
166,29.8236,0.79748166,72.74514,31.48414,13.061705,500.0,15893.14,1.4089541,5137,550,38742,Starvation
159,32.604797,0.8678026,68.107864,51.459724,15.965715,500.0,9830.506,2.5500588,3224,3418,35881,Starvation
149,27.313356,1.1450555,68.36311,41.491425,14.919737,500.0,10816.595,2.5065079,3542,2625,36681,Starvation
131,35.610176,0.95817494,77.77499,37.298096,21.513899,500.0,7958.1274,2.130626,3812,7177,32131,Starvation
173,21.789562,0.7189324,53.697216,54.93328,12.900128,500.0,24172.047,2.5869474,4136,1219,38089,Starvation
158,25.168892,0.62702936,108.22098,54.759357,10.7340765,500.0,9878.236,2.48177,4468,253,39057,Starvation
140,37.54083,0.7493774,111.42456,29.268425,14.450855,500.0,8530.08,4.140801,3775,8732,30582,Starvation
150,28.563166,0.7857542,64.42509,38.955757,15.209705,500.0,7970.498,2.947124,3214,2983,36340,Starvation
128,32.86228,0.8137667,88.75499,37.607697,15.84652,500.0,4135.865,2.0115285,4199,8013,31312,Starvation
106,26.341835,0.9487055,92.43869,23.880451,9.999523,500.0,2712.046,2.802425,4981,13176,26158,Old Age
179,24.63628,0.64623475,89.2797,28.399332,11.816651,500.0,30243.576,2.48146,2640,248,39091,Starvation
106,27.44319,0.8233428,115.87671,29.33572,14.202804,500.0,2381.5452,3.1036847,5342,13384,25966,Starvation
149,26.893538,0.76666594,98.00658,44.070698,13.079332,500.0,6990.913,2.1882083,3352,3640,35718,Starvation
157,21.38699,0.69220436,70.598854,53.87967,10.824476,500.0,14410.539,1.7474732,1607,2976,36413,Old Age
172,22.271793,0.6757901,110.39679,28.176973,11.080088,500.0,32604.021,1.5736727,2558,1505,37888,Starvation
165,27.883457,0.67371166,62.589733,39.98989,16.293322,500.0,11633.4375,2.1985364,3005,2204,37206,Starvation
147,32.41308,0.9156806,65.51797,47.582596,15.177974,500.0,11861.383,2.8683903,4139,3424,35991,Starvation
171,31.020546,0.96498656,65.71585,42.95682,17.189472,500.0,25694.627,1.5935726,3355,640,38782,Starvation
163,25.669952,0.8436875,55.300842,24.97785,10.431833,500.0,19824.53,2.3462696,4515,2800,36625,Starvation
171,28.295822,1.2016783,86.05391,27.629866,11.276169,500.0,29953.094,1.8553864,2970,309,39125,Starvation
159,30.54993,0.7082283,61.83834,47.34481,18.281994,500.0,19609.0,1.9412364,3183,4191,35245,Starvation
170,19.3067,1.3250414,94.778564,38.158928,12.21787,500.0,33453.492,1.4196936,3566,195,39257,Starvation
163,28.935276,0.96504194,59.702946,30.065777,14.790565,500.0,8556.621,3.2436497,2709,1245,38235,Starvation
111,32.294476,0.9724265,83.54844,28.67443,16.497753,500.0,2965.5073,2.3490717,5558,14178,25303,Old Age
165,31.650227,0.8869015,79.79763,31.658133,12.689423,500.0,12856.525,2.0962806,3366,818,38674,Starvation
168,20.855217,1.1455249,65.61248,25.11168,12.251691,500.0,17833.133,3.7143924,2315,460,39032,Starvation
161,28.611391,0.70299184,59.79194,47.95074,14.545426,500.0,22532.145,2.3774962,2493,3560,35956,Starvation
104,29.72034,0.99642164,99.84613,31.832983,10.765331,500.0,1200.3911,2.6607845,3872,14512,25006,Old Age
117,36.01392,1.0410856,61.79841,31.830208,18.753757,500.0,4160.645,2.9813173,7006,10237,29286,Starvation
176,26.603203,1.1050185,76.08241,38.233456,14.662689,500.0,28936.064,2.5185285,2185,518,39011,Starvation
174,28.609673,0.9816298,119.74155,29.184784,14.683239,500.0,16107.479,2.8453746,2887,391,39144,Starvation
153,23.071259,0.7400368,112.83829,32.753098,14.533576,500.0,11655.892,2.5699065,2739,1587,37963,Starvation
169,25.48892,0.73241776,72.337425,47.99704,11.851602,500.0,23576.135,1.7111862,2691,1269,38299,Starvation
171,21.215427,1.2759833,66.86706,31.978348,8.419683,500.0,25829.746,1.9952407,2871,1045,38550,Starvation
173,22.748566,0.8871697,57.836315,39.399673,10.0242605,500.0,21335.469,1.4779267,4480,229,39375,Starvation
106,29.955791,0.85370463,100.14084,31.749428,12.503078,500.0,3066.985,3.7268043,7519,14926,24679,Starvation
169,22.158485,1.169693,89.83834,39.947918,8.40063,500.0,23426.79,1.4466312,3330,639,38970,Starvation
173,27.361032,1.2436192,52.883545,43.459614,14.4791565,500.0,37806.918,2.0186236,2555,380,39232,Starvation
173,21.287693,0.79887915,62.628853,28.59718,10.536608,500.0,21612.73,2.272714,2119,359,39270,Starvation
77,36.760983,0.74286216,66.47929,34.89383,18.905775,500.0,748.6903,4.9478397,5368,18802,20828,Starvation
175,21.482601,0.63674164,81.79909,20.137154,11.481865,500.0,25364.953,1.4146297,3641,966,38669,Starvation
161,21.60479,0.57303756,63.258034,39.331432,10.483045,500.0,7036.0054,1.7627687,7954,3258,36378,Starvation
166,27.112915,1.0274754,76.12955,53.822388,14.08628,500.0,13630.418,3.0257745,3280,1523,38113,Starvation
158,24.257683,1.078977,84.72616,30.257181,15.238492,500.0,10390.9375,2.2033908,1951,3342,36295,Starvation
174,28.67009,0.81812936,138.1427,30.459215,10.408517,500.0,19644.945,2.7820282,4352,1038,38602,Starvation
166,22.746231,0.8276074,75.7967,43.08626,9.879885,500.0,15197.537,1.6307148,3150,2531,37118,Starvation
163,25.996212,0.91159546,104.59253,28.661068,14.646074,500.0,19678.182,1.6539624,4015,1865,37795,Starvation
146,35.089424,0.7040393,92.224655,28.345749,22.307692,500.0,9879.613,2.166352,3769,7906,31758,Starvation
175,28.513538,0.72068685,58.023243,35.71481,14.196423,500.0,29108.316,1.7367831,2430,503,39167,Starvation
168,21.316845,1.0270674,59.516495,45.999012,12.019376,500.0,21581.336,1.6028532,2847,1465,38210,Starvation
179,26.457317,0.7775063,85.7129,17.852692,10.5974865,500.0,30102.363,2.3508646,2776,266,39409,Starvation
164,27.639713,0.69613254,103.053955,42.43808,15.713689,500.0,18315.229,2.2002676,3980,3778,35900,Starvation
120,39.73201,1.0527102,84.00753,39.593773,19.893032,500.0,2930.656,2.4894648,4594,10950,28734,Starvation
163,30.123592,0.759671,84.80222,26.748917,11.522871,500.0,16379.671,2.6028986,3803,3822,35862,Starvation
169,20.39994,0.7134657,71.38596,21.739517,8.353523,500.0,17621.266,1.9749814,4394,1372,38314,Starvation
96,21.61577,1.0080396,92.862854,37.03584,11.955784,500.0,1922.9126,3.295058,5213,16109,23581,Starvation
175,25.306921,1.1185603,78.188385,30.599901,15.697133,500.0,26563.691,2.7911732,2641,848,38846,Starvation
166,26.89525,0.6829348,90.78546,47.247772,16.139265,500.0,14855.695,1.4604768,2384,859,38838,Starvation
172,17.672718,1.2871947,68.09152,40.789326,7.545239,500.0,26801.049,1.8672692,2496,1027,38682,Starvation
166,24.386658,0.65991247,78.7229,39.07448,11.245292,500.0,18009.607,1.9067113,3958,633,39077,Starvation
172,16.236725,0.973055,67.84247,36.16713,9.654211,500.0,25737.742,2.6647258,2489,1164,38547,Starvation
180,24.427603,0.8757209,43.438965,32.316994,11.161164,500.0,24002.691,1.7024708,3112,246,39466,Starvation
166,29.196213,0.7513442,91.342636,47.408527,11.634989,500.0,20646.072,1.4180179,2259,1139,38574,Old Age
154,27.737595,0.6027085,115.27013,33.23877,15.889446,500.0,15237.831,2.0441916,3113,4779,34937,Starvation
166,24.724442,1.0550227,77.59294,38.240646,14.192631,500.0,20900.781,1.3443639,2625,715,39002,Starvation
176,28.67558,0.79555035,41.972088,29.714436,11.395874,500.0,37541.586,2.0006604,2343,446,39273,Starvation
159,29.641579,1.1337686,77.793045,44.54003,11.482554,500.0,14014.299,2.2682955,5259,3318,36403,Starvation
96,29.599941,0.89716816,102.5681,51.87075,12.299532,500.0,1412.5162,4.010681,6736,16806,22928,Starvation
168,28.381437,0.8588884,98.20902,38.309086,9.683116,500.0,24886.82,2.0846977,3124,1035,38700,Starvation
166,28.628523,0.8258334,46.313744,31.565147,15.583782,500.0,12073.994,1.4806545,3678,632,39107,Starvation
168,28.676926,0.67743766,51.292145,44.574135,10.600634,500.0,12156.33,1.7915583,3310,932,38810,Starvation
160,21.149483,0.995131,58.03416,40.495144,12.090548,500.0,18227.555,1.7359402,3350,4471,35280,Starvation
174,28.69463,1.0382967,102.91161,25.212774,10.402513,500.0,26281.45,1.8669999,3390,1184,38572,Starvation
173,27.998241,1.1984866,54.71982,43.776592,15.879295,500.0,28401.562,2.7613437,4570,781,38985,Starvation
174,22.94175,0.5502776,108.93925,30.207783,10.67355,500.0,23425.332,2.7842917,2798,731,39036,Starvation
158,27.575748,0.8728574,123.94583,58.45038,12.020293,500.0,14569.709,2.181771,3653,1527,38242,Starvation
176,24.477493,0.72992617,66.170944,40.947685,9.630298,500.0,29717.93,2.1402273,2817,246,39525,Starvation
149,26.315807,1.0166104,73.72903,35.799755,15.43306,500.0,13823.635,2.0020099,3405,5956,33821,Starvation
141,28.594461,0.8673504,78.105,36.76157,14.823765,500.0,8513.719,1.5971745,5184,8943,30849,Old Age
168,25.380478,1.1184356,98.58885,38.232925,15.259884,500.0,18759.723,1.8851483,2265,1255,38540,Starvation
161,17.140217,0.9909589,75.28531,24.109707,7.829204,500.0,22148.408,1.6030366,2575,4107,35691,Starvation
158,28.120766,0.85906136,76.64107,39.300552,11.306838,500.0,10325.611,2.120893,2513,1283,38548,Starvation
106,33.96749,0.7293861,105.68151,44.322735,19.430193,500.0,2239.5774,3.7032444,3740,14814,25025,Starvation
171,23.412853,0.6918043,90.310715,24.803905,8.80145,500.0,27623.656,2.3379734,1958,1236,38604,Starvation
131,33.9344,0.9772644,94.16893,46.492596,15.1676,500.0,9109.949,2.7627275,4607,8029,31819,Starvation
166,25.967972,1.0567567,61.9937,49.251392,9.9763775,500.0,12401.606,2.047231,4569,261,39588,Starvation
177,25.275124,1.1213,62.341595,33.064835,15.855087,500.0,17930.926,2.9537525,3730,1346,38509,Starvation
177,26.503998,1.2593718,94.268326,23.615631,14.07853,500.0,35325.445,1.1217166,2422,1126,38735,Starvation
171,19.762642,0.79284304,54.76688,44.349377,10.836048,500.0,25603.727,1.9535123,3743,1091,38773,Starvation
170,25.128208,0.8296474,97.81956,29.49973,16.12843,500.0,22242.953,2.6642857,3929,1930,37935,Starvation
165,24.562054,0.98640144,90.59599,33.04357,14.541869,500.0,21088.398,1.5845981,3202,4061,35812,Starvation
178,31.534063,0.6362351,57.14894,33.120815,19.937326,500.0,33747.312,4.441707,2652,367,39506,Starvation
181,30.553617,1.1306264,86.46913,25.758595,12.516359,500.0,23354.828,2.3719137,4892,307,39571,Starvation
170,27.004333,0.6856445,58.02878,34.742817,15.203326,500.0,31006.668,1.674835,4468,2197,37683,Starvation
117,30.749203,0.91953367,86.29637,52.8935,12.254479,500.0,4865.8804,4.1387825,7131,12319,27567,Starvation
166,31.359112,0.7249276,77.39771,54.922512,15.884955,500.0,16177.771,2.1158693,4883,1657,38230,Starvation
148,25.394182,0.93978274,91.80403,38.832645,10.007629,500.0,14640.66,1.9023203,2041,8000,31891,Starvation
115,24.18612,0.7780136,111.633026,33.299477,14.667587,500.0,3813.7744,2.7106051,3899,13597,26317,Starvation
125,41.36724,0.86319274,87.098785,22.97314,22.97314,500.0,5569.3174,2.5384119,3925,11603,28316,Old Age
163,17.283854,0.88844895,65.40761,26.166126,10.938444,500.0,19210.691,2.0008826,2645,4065,35856,Starvation
174,28.816639,1.1694204,119.400116,44.143,15.401265,500.0,27493.738,1.841867,4082,290,39638,Starvation
160,22.13296,0.81462145,104.37913,34.420876,10.705596,500.0,13500.257,1.5234952,3002,3473,36460,Starvation
178,22.268139,0.80084854,52.75599,39.933605,13.619623,500.0,43009.617,1.6074104,2933,224,39716,Starvation
171,23.856342,0.79740644,91.053314,26.139807,9.542342,500.0,19033.29,1.5818305,2546,1145,38802,Starvation
149,25.567013,0.80032635,113.22639,38.859264,15.998072,500.0,9960.796,2.303392,2700,4016,35940,Old Age
171,20.37727,0.92546135,70.535484,30.710365,12.526487,500.0,23340.064,2.2983649,4250,3080,36890,Starvation
161,23.920004,0.91259307,93.687515,26.871668,8.131298,500.0,15102.726,2.4248893,4894,3909,36065,Starvation
169,22.857698,0.6583916,90.444916,32.859066,11.070413,500.0,24732.445,1.1259391,2527,2509,37468,Starvation
166,25.22424,0.76584625,80.90668,34.165344,11.922257,500.0,11556.117,2.9101505,3495,2135,37843,Starvation
168,22.652983,0.7397485,58.95642,47.637344,12.869893,500.0,22159.207,4.3655596,3326,1349,38629,Starvation
171,30.123062,0.66640043,46.603764,44.32258,13.904081,500.0,21948.473,2.390772,3879,803,39175,Starvation
174,27.488,0.90875536,66.99854,35.06895,15.386703,500.0,28046.643,1.6349108,2542,1815,38164,Starvation
165,25.608253,0.74824727,109.76448,44.879143,10.560858,500.0,19685.125,2.0366225,2794,1508,38472,Starvation
169,22.061272,0.63132536,95.74365,46.583565,8.025486,500.0,24521.748,1.9256263,3505,1972,38011,Starvation
122,25.184464,0.8458482,97.94816,39.997524,15.612453,500.0,3581.8955,3.5489223,6483,9223,30764,Starvation
166,26.440731,0.6565497,67.05427,29.440365,13.984135,500.0,17671.816,1.6603993,3463,2486,37505,Starvation
165,26.92689,0.74366117,66.05823,26.98451,15.636528,500.0,15984.294,1.6912011,3055,1771,38223,Starvation
176,24.72731,1.1255398,61.492203,34.51777,13.137943,500.0,28127.504,1.6612519,3547,249,39746,Starvation
176,30.023819,0.89123994,45.875504,37.048336,12.083336,500.0,34228.184,1.2740093,3012,1181,38815,Starvation
158,24.763021,0.5864333,77.224434,35.969936,14.770159,500.0,9342.69,3.2224953,2751,1101,38895,Starvation
153,21.824875,0.7348128,98.82014,32.179585,10.967957,500.0,13647.501,1.6843188,2039,2470,37530,Starvation
168,21.624538,0.78455144,95.74799,31.94104,11.726829,500.0,26988.066,1.9366319,3227,1468,38538,Starvation
145,28.175636,0.91912967,92.873695,64.71506,14.951025,500.0,9386.3125,2.9834652,4101,4234,35783,Starvation
158,23.972824,0.84353215,84.15529,41.177364,9.306951,500.0,14363.223,1.7613399,2340,5805,34213,Starvation
153,22.663895,0.825233,93.608246,33.400745,10.204012,500.0,18350.635,2.1597202,2024,3478,36551,Starvation
168,18.684679,0.6676138,67.67518,48.29155,7.7079124,500.0,23897.732,1.869607,2632,1938,38092,Starvation
135,30.380386,0.5684058,82.78606,34.804146,11.646545,500.0,3363.1375,3.3381283,4611,5055,34984,Starvation
170,20.210773,0.66213804,59.80358,33.8441,9.9373455,500.0,24742.377,2.7089348,4483,1604,38437,Starvation
129,41.657257,0.8538693,84.84948,39.94948,21.668743,500.0,5886.2393,2.782108,5998,11318,28730,Old Age
176,27.154293,0.63008493,125.25428,24.72046,13.279434,500.0,33515.004,1.9389633,3705,1523,38527,Starvation
171,27.848028,0.70676017,56.354965,28.13422,16.993122,500.0,29015.518,1.7633125,4612,780,39275,Starvation
173,29.574062,1.2240368,101.3817,42.801304,12.888251,500.0,24497.31,2.1054912,3298,297,39758,Starvation
145,32.35756,0.8504393,118.27539,28.574415,16.747993,500.0,7804.1504,3.6023264,4169,5247,34810,Old Age
163,28.628246,1.0347439,83.88327,48.840343,13.274365,500.0,19019.098,2.003819,2011,2405,37665,Starvation
170,26.990433,1.0298164,95.574326,43.031322,9.533357,500.0,24050.293,2.1234179,2573,771,39299,Starvation
163,33.567654,0.55487925,74.87401,33.716736,13.999657,500.0,10764.335,2.2423394,3955,1697,38378,Starvation
163,25.486132,0.6279868,66.33198,25.155579,16.099133,500.0,17166.314,1.5000091,4188,2934,37154,Starvation
174,22.416483,0.54340434,107.36911,37.960457,8.536411,500.0,14229.984,2.8168523,5315,476,39615,Starvation
168,20.886322,0.82282394,86.904655,31.611217,8.302659,500.0,25538.61,1.4465971,3066,1210,38905,Starvation
172,27.943815,0.5722302,71.10519,29.579647,11.008312,500.0,15404.246,2.2267652,3601,1311,38830,Starvation
156,28.972229,0.7777621,89.578674,37.71515,12.539955,500.0,6679.956,3.5509837,4614,4166,35978,Starvation
155,29.059574,0.77286094,88.38481,52.305084,15.642935,500.0,11086.493,2.553145,2281,2386,37759,Starvation
153,33.51793,0.8213925,92.24602,25.54747,13.14671,500.0,7356.7383,3.0751643,2024,6692,33454,Starvation
163,25.068634,0.804769,63.70092,51.3208,10.72397,500.0,18473.49,2.4279327,2775,2038,38112,Starvation
169,35.412598,1.0639824,93.988525,36.440918,22.568094,500.0,19510.818,1.2400833,3057,880,39273,Starvation
116,33.484272,0.62557083,81.248795,36.189663,16.31742,500.0,2153.2693,4.0219116,4397,13760,26394,Starvation
169,27.783062,1.0254564,96.25618,53.619095,14.602816,500.0,19133.195,1.959906,2814,2133,38028,Starvation
173,26.673176,1.1101434,59.28556,40.10511,13.934299,500.0,24569.16,1.8237364,3643,379,39791,Starvation
168,23.34481,1.1793482,81.06772,29.248055,14.164079,500.0,18533.26,1.2977675,2073,2593,37579,Starvation
174,24.6614,1.0845983,95.34457,31.249216,14.73612,500.0,27860.596,2.0344245,2382,1498,38688,Starvation
175,29.922794,1.0361193,110.00461,36.59832,17.763266,500.0,26343.639,1.4074926,4693,301,39885,Starvation
169,26.248688,1.0294666,67.017204,41.613598,12.755338,500.0,22037.154,1.4892607,2699,2514,37676,Starvation
171,29.736902,0.872011,97.6516,36.001022,13.107442,500.0,24952.908,1.8985403,3843,668,39523,Starvation
170,24.416653,0.6594887,99.01204,39.268692,12.165873,500.0,15680.037,1.9572341,3744,2246,37948,Starvation
145,30.524876,0.5921933,93.75875,42.410187,17.496326,500.0,10642.52,1.9863038,3775,6382,33830,Starvation
183,27.115837,0.71762466,69.02512,19.4875,14.2426405,500.0,16678.15,1.7083364,4711,130,40092,Starvation
175,24.060684,0.7234417,57.703484,32.09857,8.864103,500.0,30864.611,2.1292021,2827,653,39576,Starvation
163,21.158445,0.69932795,82.43705,40.80036,11.241937,500.0,25820.47,1.8095576,3952,3488,36746,Starvation
173,24.20097,0.50126946,97.069244,36.65225,12.580858,500.0,30360.459,1.7748392,2249,1744,38492,Starvation
154,31.616173,0.7970242,87.63456,31.255835,11.484705,500.0,12624.781,2.957233,2885,6338,33903,Starvation
169,23.86148,1.0325104,88.816376,28.152714,10.131406,500.0,30384.598,1.7361127,3931,2559,37698,Starvation
170,25.257998,0.8098258,52.943626,45.73565,11.432554,500.0,16162.873,2.237838,3082,640,39618,Starvation
161,22.20999,1.0312104,76.16699,41.514004,10.439484,500.0,20675.31,2.036261,2706,4567,35693,Old Age
128,31.811129,0.50282073,95.91988,39.621777,17.312572,500.0,3520.6047,2.5906324,3419,7646,32623,Starvation
171,26.598389,0.8894773,61.49312,39.04313,10.553341,500.0,18701.533,2.425171,3739,267,40005,Starvation
169,26.345493,1.0233855,54.20639,44.966103,13.126836,500.0,30128.56,1.7933407,1993,1490,38785,Starvation
180,26.492796,0.70429677,86.78526,50.345047,10.773802,500.0,27584.18,2.3535314,3555,659,39618,Starvation
175,24.356829,0.86888003,94.30291,50.29844,12.152648,500.0,27509.533,2.0604017,2795,1124,39161,Starvation
173,21.289383,0.5008674,55.988853,31.841093,8.141828,500.0,26173.816,1.9031048,2780,214,40073,Starvation
184,27.999134,0.5336261,63.513157,27.40506,16.050987,500.0,27761.896,1.9776787,4638,121,40167,Starvation
135,23.195255,0.88158536,75.30885,27.787983,13.619029,500.0,5554.425,2.3884013,4551,5483,34811,Starvation
163,26.502613,0.8622751,99.38843,29.214846,12.223645,500.0,20905.32,2.2890375,2901,3144,37151,Starvation
175,29.523188,0.70863116,61.622643,27.808805,14.610975,500.0,15921.348,1.7931386,2498,1401,38894,Starvation
158,27.321793,0.6538377,115.68784,62.930393,11.895456,500.0,11217.35,2.714216,4387,2275,38034,Starvation
170,23.399982,1.162578,101.95981,30.96599,11.33062,500.0,15963.424,2.351776,4325,1872,38437,Starvation
172,25.703617,0.724071,52.145714,34.691505,10.089212,500.0,27358.43,1.3916636,4164,1057,39258,Starvation
170,20.352436,0.9019469,103.68237,33.430622,7.9736195,500.0,17140.43,1.9999317,3272,1955,38369,Starvation
165,28.465885,1.0625298,55.69979,40.97964,17.78838,500.0,16449.605,2.4050145,2799,3358,36987,Starvation
154,25.512737,1.0309817,104.581314,32.152187,11.643453,500.0,10912.923,1.870509,2430,5140,35213,Starvation
171,20.041866,0.57837814,96.542984,58.705833,9.950216,500.0,26072.799,1.6592296,3558,1952,38403,Starvation
157,23.866245,0.9428766,87.25358,45.600574,15.452935,500.0,10652.347,2.242858,3459,4681,35676,Starvation
145,27.93024,0.6378577,85.94379,39.42117,15.015637,500.0,4465.3545,3.3403258,3764,4631,35729,Starvation
157,27.721043,0.68326247,85.678535,29.530561,15.29276,500.0,12894.99,1.7545931,3648,3626,36739,Starvation
173,26.021961,1.2251946,63.88698,45.63968,15.174025,500.0,28371.838,1.9501619,4233,262,40104,Starvation
180,29.116592,1.1413542,46.825546,32.65901,12.632135,500.0,32100.742,2.201025,4606,1287,39087,Starvation
155,26.28672,0.88113964,95.5871,54.164337,10.6666565,500.0,10837.129,1.7103083,2998,2014,38369,Starvation
170,23.991478,0.9656803,70.15751,54.300514,13.189281,500.0,15177.933,2.5741751,2933,2110,38276,Starvation
153,24.381382,0.74030787,103.328,50.986336,14.727303,500.0,10675.102,2.214305,4136,4598,35804,Starvation
168,23.13398,0.95641375,68.75528,43.835358,12.48058,500.0,31165.24,1.6462759,2511,2611,37801,Starvation
166,22.612164,1.0083809,64.47391,46.73783,12.060442,500.0,22584.367,1.8706863,2404,478,39934,Starvation
131,30.683325,1.0462247,75.90002,53.44225,16.300287,500.0,4966.8276,3.2694163,5305,7232,33181,Starvation
171,23.775417,1.0475564,60.402397,57.592373,11.467504,500.0,26661.064,1.1809213,2392,1489,38926,Starvation
184,29.165268,0.7074569,58.336914,27.22306,11.292762,500.0,38380.305,3.163977,3205,180,40237,Starvation
171,22.730139,1.2893416,80.95907,34.06871,11.685991,500.0,33935.367,1.8669778,2663,229,40191,Starvation
139,21.716564,0.9431731,80.117,30.637787,10.341496,500.0,10829.944,2.4006014,2710,10290,30138,Starvation
171,19.615746,0.55772114,84.8325,51.578743,7.587144,500.0,17458.766,2.0047367,3424,1698,38731,Starvation
170,22.757671,0.59171754,65.0825,31.16219,9.090495,500.0,24289.336,1.1799228,2982,979,39452,Starvation
165,27.89772,0.8478488,110.31928,39.273006,11.318535,500.0,19412.484,2.9669971,3939,1917,38524,Starvation
181,25.742424,0.64530176,84.16197,30.77647,9.297872,500.0,25459.979,1.6112587,3027,509,39932,Starvation
174,25.196777,1.1305788,65.28479,56.16252,9.638575,500.0,30416.672,2.3501723,3967,753,39691,Starvation
122,28.476746,0.8238858,68.4961,44.57013,15.478923,500.0,2946.413,2.0893915,4157,10417,30049,Starvation
173,20.796871,0.8734944,69.87902,40.477734,11.691708,500.0,29321.857,1.8617231,3162,1359,39109,Starvation
174,21.945984,1.1103816,102.59733,29.538906,10.27062,500.0,27064.465,1.8363478,2296,1721,38748,Starvation
171,29.247658,1.0960289,69.69135,35.363525,12.9057455,500.0,21620.164,1.3194573,2711,544,39925,Starvation
173,18.149912,1.1735268,69.216606,42.25023,7.0043507,500.0,32042.799,1.7357261,2219,433,40036,Starvation
147,29.271414,0.93401337,52.814957,34.17974,17.4008,500.0,11399.09,2.817213,6026,7044,33426,Starvation
177,36.45963,0.91237324,84.117004,29.20686,22.681026,500.0,32730.506,2.2150705,3241,1139,39334,Starvation
158,23.497513,0.7594849,69.645744,39.108795,13.647679,500.0,13876.242,2.2845056,2894,3100,37380,Starvation
168,23.790867,0.7432575,76.58216,41.430004,13.8987,500.0,30083.031,1.3412337,3539,2739,37748,Starvation
169,23.359676,1.1130248,94.823746,41.662262,15.166216,500.0,18194.004,1.0573968,3686,2833,37655,Starvation
169,19.579874,0.95943475,72.7032,47.31302,10.913549,500.0,17415.684,1.768975,3938,2197,38292,Starvation
158,27.117218,0.65937585,116.53232,32.934097,10.312463,500.0,12254.955,1.930334,4777,1170,39322,Starvation
136,31.196625,0.8291713,62.86526,52.17234,18.53494,500.0,3304.7446,2.7084444,6477,8007,32489,Starvation
178,30.950432,1.0950274,62.722054,17.262697,14.523878,500.0,21409.994,1.7797228,2504,1375,39139,Starvation
171,20.081743,1.0430532,86.40025,32.30915,7.853461,500.0,21541.97,2.5190663,3213,2124,38392,Starvation
