Generation,StartingEnergy,Speed,DetectRange,BreedEnergy,BabyEnergy,AttentionSpan,Desirability,DesirabilityThreshold,Lifespan,Age,COD
540,55.926838,0.80461526,59.33388,34.341034,27.803438,500.0,179177.9,4.215243,4422,39065,Old Age
591,44.984856,0.9304078,71.79306,39.985382,23.173176,500.0,438423.25,4.9018393,3853,7104,Old Age
599,46.002975,0.7933288,57.5005,36.045864,21.418959,500.0,539664.0,4.775337,4208,5533,Starvation
557,55.126953,0.9816094,54.773155,37.45314,30.489742,500.0,284038.66,5.7939224,4386,27998,Starvation
603,38.81736,1.0284684,68.57528,35.959408,18.9901,500.0,621487.2,5.433562,4499,3390,Starvation
568,51.856384,0.8895791,56.687748,44.58852,25.926695,500.0,291691.47,5.155267,4916,15990,Old Age
578,46.34983,0.9259498,69.44799,40.781815,23.582113,500.0,340960.2,4.327828,3805,9732,Old Age
610,40.582825,1.104275,85.092766,34.36341,19.849716,500.0,648081.7,4.701191,3388,3657,Starvation
584,47.449097,0.8346708,69.940384,42.34252,24.36754,500.0,350977.03,4.898225,4771,1232,Starvation
542,54.68556,0.83528286,61.157013,43.637203,24.536655,500.0,233298.4,5.577636,4447,38393,Old Age
555,48.37918,0.95304847,64.95659,43.253452,22.810175,500.0,223128.28,4.835035,4435,30359,Old Age
618,43.722355,0.84318733,57.622868,32.54116,22.025948,500.0,626926.25,5.225442,3823,718,Starvation
592,41.828365,0.9435205,61.837254,36.173763,19.627584,500.0,522270.6,5.238777,4005,6296,Old Age
609,40.918182,0.94430894,78.69307,37.673267,22.269442,500.0,621319.0,4.963881,4020,3688,Starvation
609,40.135746,0.95655775,72.26903,32.797493,18.946732,500.0,607346.4,4.981373,3965,2638,Old Age
608,37.876945,1.0380378,79.10465,39.54038,20.5074,500.0,678659.1,4.6492953,4010,4509,Starvation
609,41.75454,0.87815195,74.76635,40.608166,22.469963,500.0,518482.56,5.400313,4171,2114,Old Age
502,48.853462,0.84719366,72.18693,43.613544,26.462307,500.0,127101.97,5.063257,5403,58012,Old Age
620,36.258118,1.0643954,83.68502,36.943222,16.417105,500.0,797789.0,5.0821075,3748,450,Starvation
560,55.59156,0.8931662,58.325413,38.44402,28.544983,500.0,284120.06,6.125129,3830,22068,Old Age
538,52.483967,0.9415802,69.26766,37.694004,26.275352,500.0,180784.72,4.899461,4770,43812,Old Age
618,37.623196,1.0947472,58.136703,33.958447,19.746536,500.0,654984.9,5.2935214,3826,930,Starvation
562,44.99535,0.83761454,60.209797,42.864655,24.141026,500.0,328488.25,5.3774667,3622,28873,Old Age
557,51.776443,0.8715218,65.53419,40.33651,27.33859,500.0,170144.03,5.1622877,3876,30258,Old Age
540,52.090034,0.79103965,60.784607,40.288467,23.801327,500.0,223261.05,5.09865,4210,33073,Old Age
491,49.51467,0.92353195,71.65621,43.504566,23.789778,500.0,127618.83,4.676687,4766,63183,Old Age
602,39.866592,0.9702661,69.408554,33.324673,20.83934,500.0,570903.8,5.1575136,3926,4273,Old Age
577,49.20848,0.80085087,57.18148,47.73841,26.209044,500.0,420928.75,5.547363,3746,12219,Old Age
561,45.832355,0.846702,70.47988,35.694866,23.785376,500.0,322457.44,5.91058,3605,19650,Old Age
582,53.167164,0.85918033,62.460644,43.67298,27.11419,500.0,438248.5,4.8651037,4806,7991,Starvation
609,42.055103,1.0274282,77.87198,36.563656,19.727972,500.0,513470.84,4.8896194,3691,527,Starvation
608,38.1992,1.0812497,70.568695,33.854504,19.79045,500.0,564671.2,5.234195,3769,4592,Starvation
615,44.91446,0.95994157,67.76581,43.07321,22.231405,500.0,610717.25,5.3486223,4439,1506,Starvation
612,50.758327,0.9964072,70.03674,40.060783,24.302471,500.0,512056.16,4.897097,4388,266,Starvation
606,45.81008,0.9134348,79.223236,33.668495,20.621368,500.0,404149.25,4.5397534,4705,3237,Old Age
619,37.667866,0.85568225,69.02888,33.187984,18.749619,500.0,649102.56,5.0509915,4171,1691,Starvation
619,35.626755,0.9986082,69.506065,33.070988,17.865782,500.0,701484.9,4.7078643,4411,929,Starvation
594,44.476112,0.9759528,71.836845,31.261421,20.218542,500.0,533012.7,5.1243815,4228,7004,Old Age
614,51.871353,1.0446007,72.34933,35.56451,27.376232,500.0,509029.62,5.581419,4680,996,Starvation
595,43.245617,1.0517431,71.80875,40.298824,20.594704,500.0,496862.6,6.0556555,4259,6022,Starvation
584,46.655376,0.96769464,65.48404,40.663822,25.688301,500.0,434915.03,5.030977,4416,5961,Starvation
603,38.745102,1.0512035,78.29322,34.49912,19.276823,500.0,530488.0,5.1269035,4459,4639,Starvation
547,54.904167,0.9414108,64.00513,37.035027,28.202148,500.0,233122.06,5.1159024,4267,33725,Old Age
583,50.355347,0.88802147,67.22044,41.810013,25.757511,500.0,474425.03,5.6074004,4320,11411,Old Age
584,52.288353,1.0354443,61.505287,47.468323,28.090324,500.0,356653.28,4.288887,3787,963,Starvation
498,51.933544,0.88788104,67.51329,46.797813,28.54699,500.0,123858.805,4.972537,5112,61898,Old Age
536,50.58531,0.91164804,57.38708,38.9883,26.538654,500.0,204024.4,4.8066354,4677,49159,Old Age
610,42.13171,1.0532327,81.13424,41.513046,21.110493,500.0,622432.7,5.27683,3900,3923,Starvation
620,38.041916,1.0932375,79.352585,33.77093,20.249367,500.0,640102.7,5.185928,3976,179,Starvation
619,37.487923,0.9139553,67.00493,33.195404,20.437826,500.0,671368.0,5.489071,4285,1172,Starvation
583,48.695534,0.956102,76.99323,43.48391,22.557125,500.0,417913.47,4.971259,4107,10934,Old Age
620,44.88607,0.9389238,61.244152,38.473965,20.41645,500.0,631744.75,5.3583546,4555,700,Starvation
599,47.504883,0.95411134,65.95157,41.533226,24.567339,500.0,485062.7,5.537626,3920,6327,Old Age
609,44.08811,0.85206777,65.53476,36.2464,21.729092,500.0,589885.06,5.569169,3508,4442,Starvation
622,33.99131,1.0914098,84.58351,31.194632,18.108229,500.0,694982.2,5.2461424,3759,1160,Starvation
619,37.062256,1.0331163,82.03692,30.61693,17.636845,500.0,759489.25,5.6017313,3802,2037,Starvation
564,56.759155,1.0048532,58.98313,42.73101,28.996456,500.0,234451.95,5.0498524,4330,20329,Starvation
594,44.115353,0.86707574,70.53787,39.446045,21.293283,500.0,604482.25,4.883424,4043,5202,Old Age
563,47.92244,0.9819745,60.009655,36.105846,23.807896,500.0,322089.28,5.864147,4067,29511,Old Age
611,40.540836,1.0923231,72.88348,31.324896,20.061161,500.0,618317.2,5.196801,4131,706,Starvation
585,45.449665,0.9087228,53.822056,39.419037,23.176441,500.0,437181.66,5.554467,3869,8206,Starvation
560,52.117584,0.84516305,72.65758,43.244938,25.99985,500.0,296074.06,5.2605133,4093,22004,Old Age
581,48.78095,0.77339876,64.0093,35.753464,22.338755,500.0,409510.94,5.105761,3826,12016,Starvation
595,47.46769,0.90243804,68.436134,43.266632,25.960012,500.0,457017.62,5.297565,4322,5317,Old Age
553,50.22358,0.9111263,62.733284,41.10013,22.725449,500.0,218715.38,4.9515185,3990,32120,Old Age
571,47.72168,0.83612305,70.5451,39.45344,22.641293,500.0,297977.84,5.090161,4337,15118,Old Age
569,49.70605,0.8294587,60.75132,45.043945,26.949276,500.0,310522.53,5.2166443,3529,12440,Starvation
609,39.044525,0.8962386,71.6585,42.000385,19.458784,500.0,534844.25,5.480865,4263,2503,Starvation
558,55.622456,0.9071957,55.964527,42.225853,29.51393,500.0,242934.83,5.476225,4373,30468,Starvation
599,48.94297,0.86582875,70.633316,39.81386,26.939669,500.0,504512.16,5.4137373,4274,6888,Old Age
610,36.14209,0.9637958,63.635933,28.234549,16.696869,500.0,607449.2,5.4791007,3980,5111,Old Age
609,37.40695,1.0586452,78.41948,31.290207,18.879416,500.0,569403.94,5.183564,4014,6126,Starvation
622,35.87434,1.0248528,60.124653,36.54719,18.317501,500.0,709816.06,5.381277,4380,610,Starvation
610,42.54245,0.9656175,77.47367,33.411926,19.443079,500.0,739473.6,5.5668344,3857,3483,Starvation
609,40.075283,1.020019,60.58181,35.695396,21.822788,500.0,578815.4,5.455464,3989,5152,Starvation
614,38.90732,0.930946,72.06331,31.672245,17.851812,500.0,624715.6,5.0447936,3746,2891,Starvation
621,42.387306,0.97304314,80.03212,33.999165,23.273476,500.0,666045.5,4.626915,4305,210,Starvation
610,36.55091,0.9613595,64.48554,33.047398,20.00458,500.0,614957.25,5.170763,4581,3217,Starvation
620,39.310783,0.8620264,76.18306,31.541838,21.57838,500.0,683081.2,4.6908417,4032,963,Starvation
619,36.726738,0.8612431,66.635864,30.593784,20.265715,500.0,695516.4,4.572545,4150,2916,Starvation
620,35.70234,0.8454971,73.46594,35.298832,18.28576,500.0,639145.94,4.6727066,4370,176,Starvation
578,48.783073,0.992465,64.49847,38.56392,24.608732,500.0,319875.97,5.1201825,4044,11239,Starvation
621,39.853104,1.0225081,70.0529,30.357403,19.525827,500.0,600555.7,4.7072964,4200,455,Starvation
612,35.348213,0.795266,61.428448,34.537388,17.748552,500.0,729196.1,5.329332,4276,177,Starvation
614,44.261368,0.998157,64.577415,30.482502,24.18385,500.0,626624.9,5.5784364,4093,2452,Starvation
582,48.73957,0.8971075,62.26562,38.179497,23.988152,500.0,413553.66,4.8313284,4428,9259,Starvation
620,41.780758,0.8979345,74.07932,38.10129,22.597292,500.0,671267.44,5.795411,4242,943,Starvation
540,53.54767,0.8295659,63.202435,37.405403,24.095015,500.0,127537.85,4.715785,4665,38094,Old Age
618,35.8779,0.9199158,68.665245,31.66418,16.559761,500.0,769097.5,4.9861236,4388,3142,Starvation
623,37.31378,0.8960308,67.44536,29.678387,19.702894,500.0,789968.1,5.4567814,3666,678,Starvation
585,46.684036,0.7811043,60.28119,39.443176,22.726158,500.0,375214.38,5.1234875,3814,9309,Starvation
613,40.494682,0.81526875,67.66603,30.826342,20.85335,500.0,631478.25,4.654736,4355,3948,Starvation
619,36.018547,0.9142907,67.64013,32.8956,17.083061,500.0,694669.5,5.4829793,4725,362,Starvation
567,53.929916,0.93954545,59.04838,33.922546,27.138233,500.0,303027.5,5.4787226,4646,20040,Old Age
543,50.64999,0.7691731,60.689846,48.79201,25.889786,500.0,212758.73,5.372283,3768,35630,Old Age
581,52.508377,0.88907665,59.20019,43.27116,25.27877,500.0,400488.88,5.2829485,4198,11277,Starvation
625,39.20112,0.83961016,68.18749,34.85782,19.630636,500.0,688824.7,5.003281,4322,394,Starvation
619,40.220062,0.8336588,62.833645,31.226213,19.099024,500.0,596591.5,5.3064227,4107,2154,Starvation
584,51.116547,0.99156594,65.51677,41.257263,27.332201,500.0,420683.5,5.104524,3626,2739,Starvation
619,43.73826,0.8606293,60.58414,32.292927,24.318066,500.0,451450.97,5.7374415,4433,1446,Starvation
621,39.742615,0.83060634,63.450222,41.409992,19.246946,500.0,688397.06,5.332398,4175,649,Starvation
567,51.04545,0.8572433,68.99833,43.691612,27.22645,500.0,348940.88,5.621518,3915,28545,Old Age
623,42.159515,0.9977021,71.243996,38.913273,21.38578,500.0,543064.7,4.5506396,3723,245,Starvation
577,45.928894,0.943082,74.94855,39.390873,22.701168,500.0,445742.06,5.314786,4019,11328,Old Age
543,49.213593,0.9600966,64.31351,37.046005,23.416739,500.0,215098.27,5.083461,4351,34454,Old Age
609,39.577072,0.81642044,77.61341,36.150204,19.379786,500.0,557045.56,5.5193253,3701,2566,Starvation
561,55.16597,0.8416555,65.49872,45.441372,25.16555,500.0,282822.3,5.9136124,3880,16815,Old Age
581,46.90712,0.90568274,64.73923,48.973984,22.037066,500.0,430792.94,5.5355654,5217,10750,Starvation
588,44.18869,0.7964826,61.37098,41.179874,23.095318,500.0,416072.94,5.6543,4159,6344,Old Age
540,54.27556,0.8363824,54.47181,38.8864,26.673212,500.0,212980.81,5.4542246,3967,40693,Old Age
620,36.99759,0.87390065,61.521347,35.343727,20.193264,500.0,659102.5,5.0206738,4207,766,Starvation
626,38.704666,0.79470104,76.00897,32.15337,19.628567,500.0,704348.3,6.0164504,3793,746,Starvation
585,45.78668,0.86222196,65.36292,41.821526,20.973839,500.0,456968.2,5.4036713,4785,9281,Old Age
620,38.350845,1.1108338,69.243385,31.885359,20.808926,500.0,627016.94,4.5142655,4056,1219,Starvation
562,47.67312,0.83835196,70.13405,38.040283,22.485207,500.0,337316.12,5.5895104,3603,30046,Old Age
584,45.314453,0.79153675,58.482754,46.35486,23.122944,500.0,440053.25,5.0972867,3597,12478,Old Age
552,53.3684,0.8055507,55.67616,46.892082,24.788128,500.0,256046.95,6.0537963,3881,31874,Old Age
620,38.490196,0.98153645,71.34818,32.97064,21.25825,500.0,749581.4,4.694276,4109,1424,Starvation
563,49.749107,0.920235,73.4759,42.00767,25.570505,500.0,337663.16,5.4319377,4201,29032,Old Age
581,47.753788,0.8566725,72.34722,43.58423,22.189962,500.0,431167.7,5.2742352,3722,13419,Old Age
584,50.497757,1.0546459,62.82549,37.403748,22.987587,500.0,395651.84,5.2373805,4322,10567,Starvation
620,40.211845,0.8246578,75.10026,38.94338,19.426346,500.0,612917.3,5.5399804,4048,2459,Starvation
622,42.82283,0.81125826,70.06671,35.802483,21.359648,500.0,785851.4,5.2043023,4322,466,Starvation
620,35.138145,0.92594177,77.22977,31.250193,17.819328,500.0,728315.9,4.657477,3559,1563,Old Age
518,52.530254,0.8869311,66.69498,41.860325,25.4289,500.0,151936.36,4.9079432,4780,57098,Old Age
542,52.809193,0.9132942,61.091,39.002666,25.441214,500.0,210088.7,4.7962055,4975,24021,Starvation
559,50.00515,0.9158013,65.14303,43.765965,26.735924,500.0,267336.62,5.646278,3878,30950,Starvation
583,51.784824,0.9118759,58.830067,42.92167,24.835516,500.0,401944.84,4.857079,4427,11042,Old Age
609,42.773624,0.9916187,68.359695,36.417793,21.541225,500.0,696369.75,5.8973694,4463,5748,Starvation
542,50.918,0.97847337,71.44771,42.229332,24.392935,500.0,204914.12,5.511316,4155,35680,Old Age
571,55.50068,0.9691119,62.689865,41.26013,26.051128,500.0,261202.1,4.398092,4664,19645,Old Age
579,49.516064,0.98919636,64.589455,41.125793,23.284168,500.0,425457.97,5.193253,4129,13108,Old Age
575,46.565228,0.96593946,67.38122,44.42311,21.827354,500.0,385310.84,6.085883,4060,16456,Old Age
570,50.41181,0.88017637,76.549126,36.59115,25.934683,500.0,325042.75,5.121776,4119,17308,Old Age
575,49.370506,0.9624822,67.216965,40.84453,23.112465,500.0,293470.94,5.2675004,4367,14652,Old Age
623,41.01842,0.90557253,63.550987,32.874546,19.79132,500.0,711194.4,5.1570826,4306,714,Starvation
624,38.148598,0.8547561,80.16592,34.5276,18.108742,500.0,801395.2,5.9975386,4132,452,Starvation
625,36.51175,0.8067838,69.487206,34.047157,16.464018,500.0,722989.5,4.8710685,4194,867,Starvation
554,48.08377,0.7694319,58.742455,41.16546,21.610949,500.0,243816.97,5.5600696,4289,33939,Old Age
594,42.96509,0.97068226,70.85769,33.98777,23.002115,500.0,490852.72,4.9485245,4264,8239,Old Age
576,45.514633,0.72175986,65.84327,39.30011,23.673756,500.0,399478.3,5.2812347,3908,14483,Starvation
609,41.98645,0.8132405,69.69202,37.775913,20.014366,500.0,513866.78,5.288457,4257,2152,Old Age
624,43.854424,1.057265,72.14656,37.661335,22.999691,500.0,668023.2,4.689087,4509,480,Starvation
584,51.154816,0.83305043,56.943768,41.52133,24.21363,500.0,390044.78,4.613241,3439,9037,Starvation
624,39.89968,0.972166,62.250042,39.11031,18.230734,500.0,600140.8,5.1421676,4136,218,Starvation
628,32.87232,1.0423186,64.67531,34.41782,16.708815,500.0,939635.25,5.075714,3851,496,Starvation
554,48.51915,0.9649846,70.861,40.85989,21.929762,500.0,279881.22,4.9889364,3983,32022,Old Age
576,50.112366,0.9904172,63.85934,42.230007,23.12093,500.0,375893.25,4.9952903,3934,15271,Starvation
556,44.298683,0.8751101,70.79022,42.28612,23.564255,500.0,287704.8,5.7035184,3618,32578,Old Age
625,43.783962,0.87991935,70.3473,32.70827,22.267122,500.0,561151.06,5.109833,4047,217,Starvation
605,38.58895,0.86331534,72.06701,37.61061,17.736208,500.0,502125.5,5.7380733,4351,6692,Old Age
588,48.19065,0.83888984,54.880386,35.063522,25.345755,500.0,495556.1,4.314642,3996,8473,Starvation
620,43.325146,1.0463647,80.80148,37.31842,19.315338,500.0,575544.7,5.564588,3859,1435,Starvation
627,34.77819,1.018909,71.49693,31.457567,15.71692,500.0,922584.25,5.2646894,3994,656,Starvation
574,45.509506,0.88009197,67.344025,44.997047,20.89153,500.0,417363.38,5.560705,4554,18316,Old Age
612,46.256744,0.88373953,86.11993,37.3269,24.650932,500.0,680017.25,5.103209,3814,1968,Starvation
621,47.334225,1.0000312,71.24382,31.539991,25.1815,500.0,669285.8,5.7484813,4373,1473,Starvation
624,33.35678,1.108512,61.92102,35.003204,15.459379,500.0,813669.5,5.193555,4662,430,Starvation
572,49.498276,0.88627136,63.057816,36.995056,22.69396,500.0,367246.62,5.9485173,4267,14884,Old Age
564,49.70468,0.8040493,63.791378,40.920395,22.735327,500.0,335530.7,5.718214,3477,28182,Old Age
621,35.40543,0.8466497,67.04827,40.171726,17.247637,500.0,745348.7,5.791168,4649,933,Starvation
624,35.705338,1.0078803,81.162186,35.43253,17.782417,500.0,682050.4,5.4876184,3978,1147,Old Age
620,38.298973,0.8425119,76.24194,40.142647,20.95876,500.0,694709.94,4.718133,3941,1675,Starvation
559,49.116837,0.86755735,64.35836,40.072006,24.582653,500.0,252287.58,5.1813197,4033,32097,Old Age
620,39.370266,0.9023916,75.89723,35.16161,18.788206,500.0,638596.1,5.3380914,3423,2207,Starvation
603,39.104828,0.89075804,63.46367,35.716072,18.634163,500.0,479304.06,5.058771,3905,7393,Starvation
541,50.73858,0.9845612,61.242367,37.99586,24.349188,500.0,224348.47,5.355083,4463,36292,Old Age
594,42.027138,0.95676696,70.50964,41.640106,19.769302,500.0,551650.8,4.906379,3979,8795,Old Age
603,44.923447,0.91015935,69.631134,38.08996,19.773783,500.0,579895.6,5.340834,3991,6428,Old Age
612,44.737694,1.0314436,77.046616,35.288307,21.032394,500.0,651417.7,4.616906,4237,2278,Starvation
586,45.821632,0.8799653,67.1576,32.975338,22.473095,500.0,432841.56,5.136494,4406,9377,Old Age
609,41.134743,0.88247013,75.99114,36.517616,18.395527,500.0,595036.56,4.536383,4279,5976,Old Age
567,50.56079,1.0258858,69.39438,36.487198,23.221178,500.0,247480.02,5.71969,4544,12793,Starvation
611,38.612865,1.0023171,86.27132,36.146217,20.140375,500.0,666725.7,5.607535,3396,4697,Old Age
609,42.591225,0.82226545,71.36608,38.322723,22.795624,500.0,432190.28,5.158402,3830,2222,Starvation
582,47.59419,0.7796311,66.148506,48.757187,23.95103,500.0,391453.3,4.9957366,4568,14445,Old Age
611,40.72365,0.89976114,66.34655,36.78133,20.704613,500.0,599562.94,5.3642864,4211,4175,Old Age
619,35.10054,0.9414417,71.88685,33.53632,18.894903,500.0,697591.44,4.8332043,4488,2975,Starvation
496,53.6408,0.78972507,60.099125,40.515358,24.509449,500.0,88819.84,5.596343,4792,63923,Old Age
609,37.44931,0.98027104,68.89874,33.125523,18.928135,500.0,567538.56,5.4117236,3873,6287,Old Age
583,47.571102,0.84927875,77.46101,39.183937,21.377546,500.0,499432.8,5.157518,4396,12937,Old Age
619,37.687843,1.0499398,69.75225,37.21353,19.732494,500.0,654293.06,5.2873025,4929,3628,Starvation
556,49.186028,0.868874,72.554054,38.909035,25.086359,500.0,328173.3,5.8732605,3753,33420,Old Age
618,45.511185,0.86787105,59.71319,41.061035,21.862856,500.0,653632.94,4.894897,4593,3019,Starvation
587,44.65379,0.9677244,75.4079,44.01676,20.25807,500.0,498984.3,4.928466,4826,8650,Old Age
608,37.011887,0.8615571,74.638374,29.399067,16.98708,500.0,567290.56,6.021779,5161,7454,Old Age
619,46.790237,0.84620863,67.5393,39.391582,26.13065,500.0,536257.3,5.869556,4309,2771,Old Age
586,47.6681,0.8535423,75.88308,35.45262,26.229618,500.0,439893.12,5.139467,4649,10204,Old Age
623,38.585613,0.8544873,68.05307,37.75162,18.568241,500.0,702462.2,4.2715807,4044,1523,Starvation
578,44.85533,0.8584814,61.778496,44.244995,21.951643,500.0,425867.56,5.0635138,4444,13461,Old Age
623,39.6463,0.9032166,78.824455,34.958347,20.74159,500.0,656478.06,4.4639463,4239,983,Starvation
623,38.9787,1.0500447,70.37459,30.340672,18.088684,500.0,695302.06,5.206501,3949,1891,Starvation
620,39.979286,1.0403063,68.10331,34.5518,18.120766,500.0,651028.44,5.624019,3978,1858,Starvation
632,35.426254,1.0255976,68.136284,37.44296,18.942602,500.0,848476.44,6.062851,4446,416,Starvation
620,39.8347,1.0066887,78.86936,41.40294,20.977001,500.0,606446.6,5.4929028,4401,2690,Starvation
620,39.89698,1.051884,76.87911,30.771444,21.124722,500.0,619147.44,5.5129514,3683,2150,Starvation
624,42.09784,0.815376,69.25394,38.387493,21.058569,500.0,647187.9,4.9993215,3645,1251,Starvation
621,39.428093,0.90831363,71.24835,35.42339,18.277283,500.0,684633.06,5.6973968,4358,1213,Starvation
620,40.207916,0.9585011,70.96372,35.583366,22.349152,500.0,648102.2,5.5076284,3971,3207,Starvation
618,45.705406,1.0787857,69.134445,39.717903,22.991648,500.0,524805.44,5.3160152,4090,2959,Starvation
628,38.04139,0.92790174,68.17112,34.647175,17.81469,500.0,869597.75,5.795338,3555,276,Starvation
621,38.908913,0.993778,64.64081,33.554577,19.215614,500.0,696827.56,5.2741647,3951,3198,Starvation
489,47.061687,0.8119826,66.315544,42.370598,24.772532,500.0,91239.17,4.790656,5114,67245,Old Age
609,43.749035,0.84887534,79.422806,35.365364,21.288586,500.0,535661.2,5.5989394,4412,4013,Starvation
616,45.10279,1.0129424,72.39485,32.48405,21.906982,500.0,435634.1,5.4821935,4717,3483,Starvation
556,52.57102,0.9835933,72.47939,35.76281,25.122564,500.0,306097.22,5.103841,4223,31973,Old Age
570,47.122288,0.87771875,72.47833,43.172318,23.404215,500.0,331097.2,5.3037767,3755,18883,Old Age
517,43.2783,0.9079866,66.22301,43.812347,22.54438,500.0,166043.22,4.70687,5216,58183,Old Age
624,34.64299,1.1265763,68.584076,31.549212,16.116585,500.0,674046.0,4.80656,4017,1437,Starvation
624,42.484905,1.0493768,59.146748,33.262302,22.44728,500.0,514821.03,4.854896,4069,676,Starvation
582,50.64144,0.9405326,63.6574,43.435715,27.723377,500.0,470361.7,5.0411887,4380,14137,Old Age
619,39.38593,0.9230145,70.12841,31.676409,21.057983,500.0,547856.1,4.4443913,4374,1974,Starvation
606,41.311005,0.9293935,69.8457,32.961998,18.938107,500.0,650291.4,5.2467985,4139,6501,Old Age
596,43.745464,0.90243644,66.07308,33.77288,20.77375,500.0,517011.38,5.507465,4016,9240,Old Age
599,46.231968,0.8379422,69.06981,35.6256,25.622955,500.0,348786.03,4.8489623,4045,7259,Old Age
533,53.046387,0.9211095,64.88635,45.174507,28.267818,500.0,171476.31,4.9214582,5171,55038,Old Age
523,53.234505,0.86440605,73.03434,42.882675,26.6738,500.0,165138.19,5.01994,4713,57242,Old Age
550,53.439247,0.95334387,60.218132,38.69491,27.266335,500.0,230518.6,5.2941084,3931,35165,Old Age
623,39.49655,0.84830326,69.59765,37.44869,20.972967,500.0,674152.06,5.696018,3887,437,Starvation
620,43.328598,1.0343883,76.1155,40.404694,19.101835,500.0,494169.56,4.804311,3893,4053,Starvation
629,35.745636,0.82114893,70.75986,32.362473,19.766863,500.0,855585.4,5.3501053,4423,161,Starvation
498,49.4669,0.8321523,61.362617,40.069397,22.952152,500.0,117561.0,5.1331124,5111,65761,Old Age
553,51.041374,0.90502787,71.24527,41.267574,27.457987,500.0,289751.8,4.749093,3734,35389,Starvation
477,53.267536,0.8287191,70.151,34.834293,28.257265,500.0,64004.504,5.271978,4449,68499,Old Age
603,42.628464,1.0034075,81.21882,35.105362,23.611504,500.0,587210.44,5.622456,4229,8219,Starvation
496,45.471447,0.85405266,71.71877,48.077858,20.497196,500.0,108606.29,5.8572845,4622,61324,Old Age
622,37.83283,0.84183216,70.41793,39.684284,20.209496,500.0,738515.6,4.9075527,3866,2013,Starvation
604,46.00389,0.89520323,64.37124,35.556053,23.03957,500.0,456631.28,6.184545,3876,6221,Old Age
610,40.940422,0.8684629,81.82128,38.275684,19.858908,500.0,638330.9,4.594293,3986,4065,Starvation
622,44.661263,0.8331794,72.236275,33.196346,21.238571,500.0,628157.7,5.014046,4433,2236,Starvation
514,45.173088,0.9823998,76.567986,42.441216,22.437012,500.0,158674.5,4.554816,4872,59906,Old Age
563,49.66175,0.98581004,68.06207,40.78494,23.627808,500.0,318572.5,5.037366,4442,32155,Old Age
614,47.07166,0.9956378,65.2492,37.093166,23.633488,500.0,493888.4,5.7434835,4852,5714,Old Age
622,38.20136,1.0268742,78.21184,38.697582,19.132881,500.0,730003.56,6.144407,3787,3384,Starvation
621,37.027817,1.0101095,68.36771,34.630096,19.65035,500.0,744034.9,5.248673,4812,1622,Starvation
594,45.612846,0.960562,55.01875,37.500698,20.273024,500.0,564912.44,4.6736765,3859,8505,Starvation
584,47.845085,0.80856204,66.69147,40.388103,23.64863,500.0,329224.3,5.8976946,4297,13271,Old Age
579,46.70284,0.7778179,62.355247,45.85086,23.744383,500.0,379553.75,4.996609,4347,13263,Old Age
590,46.1942,1.0012343,62.994675,34.497597,21.44835,500.0,558831.9,5.2707586,4669,10317,Starvation
620,37.804367,0.8305426,72.550186,42.362072,19.3207,500.0,678337.9,5.1707964,3926,3436,Starvation
558,47.493942,0.90040624,66.89026,39.855656,23.186485,500.0,273194.62,5.915003,4184,32245,Starvation
541,49.069687,0.9559419,59.26058,35.026516,23.990204,500.0,194841.39,4.7468204,4972,38023,Starvation
629,34.99639,0.9184822,62.46025,31.170673,16.694925,500.0,920857.5,5.2742853,4055,1596,Starvation
622,49.272514,1.0282735,73.08663,37.78146,24.006893,500.0,491345.16,5.5123806,4069,3244,Starvation
541,54.175243,0.8611295,65.66269,42.554092,27.942856,500.0,216694.66,5.4423356,3922,36768,Old Age
583,49.805397,0.97711927,62.46999,44.84838,23.0188,500.0,472658.56,4.8477545,3798,12539,Starvation
610,36.545963,0.84055656,62.196526,31.329344,18.957546,500.0,632659.1,4.732389,4081,4617,Starvation
630,33.052944,1.0258256,69.45796,29.39431,16.390501,500.0,979663.7,4.919703,4002,1332,Starvation
583,55.39348,0.9281937,64.53668,37.569828,28.963879,500.0,398120.94,5.050501,4360,13476,Starvation
602,42.759407,0.92877245,75.64508,38.26452,19.940834,500.0,590163.3,5.316034,4245,8414,Old Age
603,36.992718,0.98535955,64.85698,36.013645,18.057365,500.0,601027.2,4.7972956,4642,7941,Starvation
629,36.74067,0.8757857,72.84432,35.18326,18.351088,500.0,884965.06,5.0833445,4335,1185,Starvation
620,41.41221,0.85192746,65.81187,40.50175,20.050133,500.0,741849.44,5.1561346,4237,3814,Starvation
622,36.419617,0.9474396,89.01807,31.715288,17.69982,500.0,775635.94,5.281399,3974,3689,Starvation
564,54.708054,0.9608671,69.764275,37.39705,28.478975,500.0,243829.42,4.248372,3820,30261,Old Age
578,46.070477,0.7890719,70.11507,39.637188,22.95085,500.0,410066.3,4.6212554,4301,16571,Old Age
551,51.93129,0.87887067,66.26726,40.801994,26.599037,500.0,232779.34,4.8347588,4137,36173,Old Age
572,52.419006,0.84327406,63.380337,41.233433,28.327566,500.0,344886.53,5.608269,4362,18920,Old Age
566,51.08692,0.93659407,74.329575,41.804565,24.524925,500.0,303308.75,5.7969403,4094,26725,Old Age
606,41.179207,0.89354825,68.8617,33.883263,22.342442,500.0,563362.06,5.2952943,4304,8770,Starvation
608,43.570766,0.9530538,70.129906,30.601215,22.953169,500.0,416880.0,4.982604,4855,8208,Starvation
