Generation,StartingEnergy,Speed,DetectRange,BreedEnergy,BabyEnergy,AttentionSpan,Desirability,DesirabilityThreshold,Lifespan,Age,BirthTime,COD
2,36.906414,0.35077295,26.210176,56.12341,21.574526,500.0,57.44372,2.572566,14938,1371,9,Starvation
2,48.95867,0.32823282,39.027946,33.86048,16.193005,500.0,70.557556,2.6095815,6001,1291,133,Starvation
5,37.72034,0.17024373,23.138586,47.92095,23.13104,500.0,90.80619,3.6499565,13581,479,974,Starvation
5,56.979595,0.1613022,48.485306,55.371117,21.576603,500.0,75.16452,4.574482,13158,571,889,Starvation
2,35.745567,0.2868631,15.943958,62.69588,20.714045,500.0,11.67469,3.3609483,1328,459,1142,Starvation
3,38.42611,0.2968915,46.764713,54.110394,19.716904,500.0,61.74459,5.636355,9496,1589,139,Starvation
1,204.19594,0.05162731,42.209248,47.0,20.199574,500.0,56.449963,7.4579964,8872,1739,0,Starvation
2,48.613605,0.37412277,55.91877,35.865543,29.13806,500.0,61.988003,5.503853,8991,1196,542,Starvation
2,27.570417,0.34090933,36.90439,52.214455,12.955386,500.0,43.106327,3.6057496,9947,477,1430,Starvation
4,58.69474,0.31583452,36.514587,54.405846,22.72034,500.0,82.60788,3.6828206,12280,1034,905,Starvation
2,67.324905,0.3836861,38.40276,81.81412,43.6988,500.0,59.506233,5.438048,7252,2075,39,Starvation
5,51.8584,0.2641073,41.8917,54.534832,30.744734,500.0,64.25848,5.122647,11376,620,1567,Starvation
1,392.33652,0.3802218,36.06057,81.0,40.630524,500.0,85.51362,6.1103354,14844,2287,0,Starvation
2,43.68875,0.13350014,42.418472,86.88676,13.458455,500.0,48.82676,5.669577,14134,738,1664,Starvation
2,71.126495,0.40883434,80.05347,76.96067,44.07545,500.0,91.11049,2.5560288,10143,2672,78,Starvation
2,50.062695,0.38574505,60.262707,71.39779,34.568657,500.0,45.182285,5.345292,2314,2702,138,Starvation
2,46.469467,0.13171399,48.939705,31.302826,26.266907,500.0,46.19317,0.55443484,7772,566,2454,Starvation
2,29.214407,0.16943856,22.974754,72.34356,12.264437,500.0,66.44314,5.185506,6483,294,2827,Starvation
2,50.093582,0.384216,64.313644,43.571472,26.569216,500.0,49.830357,2.6833348,8713,1002,2144,Starvation
2,18.168766,0.31578186,49.84835,19.897642,6.2060146,500.0,65.04569,4.74478,11537,283,2912,Starvation
2,54.800343,0.4741605,19.170385,66.11483,30.5942,500.0,61.109642,5.3332787,8159,1350,1940,Starvation
2,52.403214,0.18788354,14.794776,43.178467,26.12126,500.0,55.08137,5.2087326,12987,526,2976,Starvation
2,28.990599,0.14392483,78.362366,39.798485,14.025031,500.0,89.25844,2.5861235,6816,591,2961,Starvation
2,38.402386,0.34052557,49.65063,76.66922,20.424715,500.0,73.7846,2.1275587,10865,3386,426,Starvation
2,74.66669,0.33329105,16.89711,81.58861,46.4171,500.0,19.838263,8.372503,1253,848,3085,Starvation
2,59.286358,0.17959563,29.731894,35.66716,35.66716,500.0,44.79527,8.603756,9773,438,3573,Starvation
2,54.621124,0.47284386,42.74206,97.87171,19.92195,500.0,64.24026,6.154456,10896,3948,97,Starvation
3,69.95274,0.23515004,24.223898,63.846546,40.569084,500.0,44.14495,6.4951696,11115,495,3574,Starvation
4,58.686718,0.20872062,15.696127,35.710552,25.387602,500.0,57.531708,6.7757196,15309,534,3575,Starvation
3,41.08596,0.21919116,62.168777,47.69097,23.428297,500.0,27.993528,2.686289,2490,612,3665,Starvation
5,59.67318,0.23660877,15.32797,68.07158,32.690434,500.0,62.542107,5.0002165,10311,798,3576,Starvation
3,67.59231,0.48675293,26.995962,88.95019,27.166107,500.0,52.403732,4.3193574,8498,1277,3105,Starvation
2,33.117634,0.046371754,18.408747,13.036819,12.839685,500.0,62.352043,3.6863272,14107,204,4272,Starvation
3,58.424652,0.32235116,29.052738,82.72748,24.32019,500.0,24.008032,7.120128,1400,1286,3212,Starvation
2,75.4543,0.23939288,64.73941,95.25003,42.387127,500.0,41.98018,4.8947887,9949,1556,2955,Starvation
2,71.481834,0.35655683,78.85538,28.329699,26.39123,500.0,64.66249,4.745399,7027,552,4062,Starvation
2,48.892277,0.42699787,17.727818,76.80565,29.81816,500.0,70.48091,6.5260663,12082,590,4061,Starvation
3,34.297646,0.49413288,33.2525,71.59482,16.080215,500.0,71.09672,4.105577,9885,644,4063,Starvation
3,47.125267,0.25216207,14.06848,57.87124,25.86721,500.0,54.360447,6.350211,13300,473,4276,Starvation
2,25.37588,0.1506108,28.509975,64.54478,14.020599,500.0,47.18967,3.3400457,4370,255,4762,Starvation
2,69.98586,0.28791693,57.686172,39.61122,32.01618,500.0,71.46169,2.7490964,15778,381,4761,Starvation
2,87.87979,0.47917253,18.043688,43.597694,32.772728,500.0,70.994865,5.0012994,4746,553,4708,Starvation
1,16571.807,0.41370425,15.923591,79.0,46.89393,500.0,34.012165,5.115585,1245,5279,0,Old Age
3,39.922592,0.39051154,24.094433,77.25087,21.495495,500.0,87.81888,6.027304,15129,401,4965,Starvation
2,49.28558,0.18579727,16.86593,56.12491,24.586975,500.0,75.2797,5.306341,12873,1094,4273,Starvation
2,49.075138,0.25632998,61.13387,80.58894,28.73404,500.0,53.002846,7.113929,12543,592,4961,Starvation
2,48.59761,0.23488937,49.14429,51.74136,27.674435,500.0,39.073753,2.30312,15815,887,4761,Starvation
3,61.48764,0.4947381,30.716248,91.33243,30.168968,500.0,38.87175,5.637293,9476,816,4966,Starvation
2,75.4543,0.27115995,60.781975,70.19038,34.745655,500.0,20.886414,7.275517,12277,2256,3574,Starvation
2,51.755043,0.1893143,42.57788,43.57196,23.049797,500.0,32.74697,2.3763857,6483,719,5143,Starvation
2,45.49597,0.14362538,74.247765,33.308098,26.566772,500.0,57.744072,1.1329532,8587,456,5470,Starvation
2,73.58831,0.39272457,31.868208,89.75937,30.651897,500.0,52.833595,6.1081305,1565,3231,2751,Starvation
2,88.06265,0.37650847,38.34852,85.102776,53.581226,500.0,29.004528,6.858094,3851,1046,4963,Starvation
2,44.15463,0.46541697,71.86299,35.695873,22.32515,500.0,70.16419,7.437786,9921,2220,3813,Starvation
2,34.66719,0.43719688,38.608524,37.54269,14.126471,500.0,41.937057,3.2602572,2848,548,5595,Starvation
2,38.46878,0.4009558,37.965878,26.365084,25.995817,500.0,59.029213,1.3734292,5919,786,5362,Starvation
2,64.363396,0.23871353,49.54197,43.713245,41.043285,500.0,28.194939,4.2796326,1376,1145,5175,Starvation
3,40.442783,0.24684267,39.65082,23.101126,20.535358,500.0,75.80807,8.755831,9139,401,5974,Starvation
2,48.95867,0.29321772,35.8212,36.52873,33.40565,500.0,46.105614,4.956768,6148,357,6018,Starvation
2,81.179504,0.41684905,18.9565,97.487076,37.80034,500.0,36.012375,6.638261,5231,1313,5178,Starvation
2,40.684982,0.32844204,69.775925,97.02721,14.174079,500.0,70.79809,6.707302,2815,1208,5335,Starvation
2,58.26873,0.3887343,61.73307,52.595978,30.616367,500.0,39.708664,7.2820597,5700,3784,2777,Starvation
5,24.340357,0.11282048,23.283373,42.46332,12.47912,500.0,60.690346,4.4232316,12719,345,6426,Starvation
4,54.82094,0.24816056,29.882624,36.126717,21.820332,500.0,75.65924,5.641566,10341,432,6341,Starvation
2,60.88453,0.45396605,54.98461,85.04219,33.30673,500.0,55.57001,4.8800106,3733,4244,2773,Starvation
3,60.00111,0.49567097,45.95497,65.69311,32.296177,500.0,51.81531,7.900978,1629,1602,5586,Starvation
3,73.94145,0.28590122,52.172432,88.11937,28.249706,500.0,27.12931,6.86883,8854,2241,4962,Starvation
2,33.016,0.22061417,49.648655,32.11187,15.183095,500.0,48.998837,3.5778883,10847,332,6916,Starvation
1,11641.015,0.29756665,30.300442,22.0,7.972809,500.0,33.83166,1.276572,2977,7264,0,Old Age
2,67.680244,0.36923215,46.486748,63.457207,42.507477,500.0,76.112236,6.414919,4496,1353,6020,Starvation
3,60.100033,0.3651803,41.304214,62.293144,30.868563,500.0,43.362587,5.4512367,3569,1403,6020,Starvation
2,36.805607,0.22809437,12.955369,57.460625,15.222969,500.0,69.392334,6.254234,12346,370,7090,Starvation
3,50.310875,0.42271915,57.51738,77.32989,25.780018,500.0,58.4852,6.0788093,1962,2205,5320,Starvation
3,56.498077,0.41064218,79.33634,65.692795,35.851517,500.0,57.701424,5.9812765,5093,1666,6023,Starvation
2,21.963408,0.3923389,73.41012,61.841255,10.04301,500.0,48.219414,1.8091941,3591,1821,6022,Starvation
2,64.781555,0.3597138,35.0653,70.77977,25.292614,500.0,73.00356,5.0865335,10968,849,6997,Starvation
3,56.176716,0.3303184,42.66471,75.90781,30.867746,500.0,73.55644,6.1477,10178,1863,6021,Starvation
2,46.469467,0.1095002,62.16824,23.453833,16.846867,500.0,25.73441,0.6019898,6565,298,7610,Starvation
2,11.07518,0.53913355,44.477875,57.905933,3.7934117,500.0,41.602497,6.004079,10303,212,7897,Starvation
2,56.77276,0.18886837,34.696304,50.18217,28.462723,500.0,40.359222,3.396751,8141,669,7615,Starvation
2,42.191994,0.39687237,13.0325985,98.873535,20.839752,500.0,55.370346,6.716829,13476,423,7899,Starvation
3,44.39988,0.38011163,15.284947,81.62758,18.385738,500.0,81.74748,4.947992,9875,445,7898,Starvation
2,41.763355,0.4237899,47.30446,96.81251,20.815367,500.0,42.970615,8.6060295,3023,3019,5349,Starvation
2,70.168724,0.19326206,54.35921,66.29305,26.587135,500.0,25.8569,5.3398285,14502,803,7615,Starvation
3,44.61962,0.2454609,41.018414,45.389706,24.353233,500.0,16.896614,3.214693,4453,848,7622,Starvation
2,75.27144,0.35061756,17.340916,52.13232,36.493465,500.0,76.54769,5.4901237,9655,689,7895,Starvation
2,54.976463,0.31728673,66.9337,82.060326,26.590336,500.0,89.73379,5.0252447,8086,2751,6021,Starvation
1,15764.585,0.020521805,12.142472,49.0,2.5200255,500.0,62.55468,5.5953717,12236,9016,0,Old Age
2,31.460064,0.27596095,62.781853,58.947453,14.816177,500.0,19.675426,2.4166892,2393,516,8518,Starvation
2,18.168766,0.32429844,51.84007,20.021397,9.772093,500.0,49.98873,4.88606,9248,283,8832,Starvation
5,69.61757,0.3153618,66.43877,42.630913,42.566658,500.0,44.804382,4.9103546,7150,272,8860,Starvation
2,56.168724,0.15337448,36.601334,69.10162,19.7649,500.0,50.04374,4.1288724,12387,663,8530,Starvation
2,41.69438,0.14392534,43.692833,38.691574,20.926102,500.0,59.839317,4.9488816,4624,418,8817,Starvation
2,63.28558,0.2078203,54.167557,44.435356,32.15883,500.0,55.646244,3.1419952,13211,734,8515,Starvation
2,21.897013,0.42891747,38.639164,107.379005,13.052963,500.0,63.876804,5.8778467,10299,1420,7900,Starvation
3,90.969376,0.5017969,43.666138,93.97788,56.48522,500.0,60.21894,3.7285156,5444,7811,1585,Starvation
6,57.566658,0.13660537,59.032013,18.55725,18.55725,500.0,81.2644,4.410279,9333,392,9067,Starvation
2,48.276176,0.29957926,47.103027,81.59485,16.048931,500.0,62.624252,5.5838585,7568,984,8507,Starvation
2,34.59761,0.20695291,50.68709,63.739132,15.920865,500.0,72.29021,3.1864352,9722,747,8831,Starvation
2,42.9906,0.37704483,74.643585,74.347336,14.648825,500.0,65.22611,1.8469633,6331,1131,8489,Starvation
2,38.402386,0.3647809,40.237175,45.9489,16.326262,500.0,75.74549,3.1955256,12029,786,9175,Starvation
3,26.785261,0.5790399,77.48652,57.04594,14.504101,500.0,72.06104,4.6684566,6046,2524,7475,Starvation
7,45.251633,0.18723243,50.433323,67.12259,22.000664,500.0,97.68396,5.082938,6041,754,9255,Starvation
2,44.812016,0.2984417,20.540478,57.57448,18.075203,500.0,68.59117,6.3705034,5235,650,9360,Starvation
1,14330.434,0.045428146,58.733032,21.0,17.469465,500.0,6.124862,1.3189126,1155,10206,0,Old Age
3,27.052067,0.19084838,48.46093,26.485893,11.145619,500.0,74.080376,4.558598,9984,161,10254,Starvation
4,29.263252,0.15305568,26.806065,23.567612,14.697815,500.0,83.01755,6.344105,14361,147,10384,Starvation
2,37.71524,0.16129443,46.060608,49.34269,18.902105,500.0,53.569073,6.2274756,12808,579,10059,Starvation
5,29.697815,0.12226559,32.78667,21.429323,17.16309,500.0,98.79494,3.1082523,9736,298,10507,Starvation
2,22.766375,0.30563253,86.60191,70.45644,11.719986,500.0,44.283775,7.500767,8919,929,10059,Starvation
2,21.2864,0.24191439,34.824627,35.784546,11.048785,500.0,52.38929,7.0846205,12156,1114,10046,Starvation
3,33.549953,0.16862804,33.865055,50.255383,16.29785,500.0,62.23961,4.3477855,7352,537,11696,Starvation
3,50.508797,0.59801084,95.60549,45.95207,32.59074,500.0,50.748013,3.000516,3643,1581,10669,Starvation
2,34.600796,0.47301635,35.21425,92.2141,15.376043,500.0,67.92648,7.6107597,9082,1548,10797,Starvation
2,29.863148,0.52692294,64.85038,67.470795,20.012825,500.0,64.92404,7.7975183,2639,3400,9256,Starvation
2,60.583473,0.37741393,59.355854,47.925827,29.482334,500.0,53.20668,5.7120376,14031,6713,6019,Starvation
4,55.241455,0.37037075,40.04341,77.77407,33.954193,500.0,68.615974,6.58749,6150,1954,10790,Starvation
2,44.15463,0.3423248,72.43178,38.442913,16.0673,500.0,53.59613,7.102411,8463,743,12032,Starvation
3,49.045925,0.5061618,57.51393,77.85971,28.547073,500.0,50.611893,2.9975762,8172,3707,9174,Starvation
2,58.66916,0.22329956,19.45648,79.95778,28.756453,500.0,65.92775,7.063292,5302,688,12339,Starvation
5,38.59501,0.53462386,88.42116,45.627903,13.745859,500.0,68.98134,7.2057157,4830,1050,12032,Starvation
5,58.952568,0.24893187,55.35288,30.39122,30.39122,500.0,62.95302,3.1325846,8003,891,12380,Starvation
3,38.74645,0.62411857,49.28107,78.11167,17.631065,500.0,48.067535,9.756872,2800,1289,12266,Starvation
2,62.058334,0.43098122,12.509601,94.7158,24.158417,500.0,30.56719,7.398849,7176,1022,12745,Starvation
6,54.73172,0.4884719,67.19905,48.22419,18.485382,500.0,79.12086,7.5987983,7489,1564,12217,Starvation
2,59.49597,0.23842642,72.85949,28.65416,28.467632,500.0,68.00101,0.7844796,9101,1496,12498,Starvation
2,44.15463,0.532397,46.709244,41.074436,12.052067,500.0,42.12964,8.748077,7156,6202,7896,Starvation
4,72.58882,0.35905188,55.486748,58.416027,35.426243,500.0,75.71913,3.7667675,6854,2173,12031,Starvation
4,39.50937,0.3518291,44.777985,72.4098,14.891027,500.0,62.81334,4.223158,8057,1097,13273,Starvation
2,57.190353,0.49775025,76.31684,72.01796,26.02458,500.0,53.43824,5.1112905,4843,10473,5331,Starvation
4,27.466072,0.249128,49.467266,43.016697,10.720485,500.0,92.50648,3.5737917,7523,876,14988,Starvation
8,30.550312,0.32455146,35.433556,30.886288,14.063997,500.0,83.62396,4.7003326,7071,407,15724,Starvation
2,28.990599,0.2933698,52.034874,61.814304,14.870738,500.0,88.17696,2.1936917,7797,1291,14916,Starvation
3,21.71872,0.47652766,86.61676,58.244587,12.466071,500.0,68.4113,7.6620116,4417,5194,11082,Starvation
2,50.09241,0.07143813,13.542716,24.81512,24.81512,500.0,36.483196,6.1546445,10418,502,17868,Starvation
1,18745.865,0.080603726,7.8579173,49.0,31.974777,500.0,24.622814,6.409335,8514,18423,0,Old Age
3,26.785261,0.4268146,100.950035,44.265533,12.030599,500.0,52.413853,4.1198215,6161,3529,15582,Starvation
2,47.117634,0.11229476,45.929443,23.71901,18.04875,500.0,67.63938,4.632341,10366,573,18632,Starvation
7,37.035336,0.53031665,63.653423,91.224594,15.550312,500.0,55.99901,6.655922,7853,7316,12451,Starvation
2,57.190353,0.49879006,80.57641,57.936726,34.898647,500.0,86.83971,4.0445204,5039,7019,13083,Old Age
1,5643.2324,0.37819532,35.146816,42.0,40.985863,500.0,80.89214,7.26625,11505,20156,0,Old Age
2,53.883186,0.36986172,35.217194,60.630325,19.886667,500.0,36.518383,5.5838957,7834,940,19361,Starvation
2,47.370365,0.33546942,38.26977,101.44786,19.059093,500.0,16.094627,6.2955556,5129,1475,19362,Starvation
3,32.54055,0.43094543,70.34023,85.99006,15.26615,500.0,71.59138,7.106283,4635,2827,18329,Starvation
1,17873.348,0.3493785,14.903444,79.0,34.28558,500.0,52.819466,6.2136173,9476,21208,0,Old Age
1,6405.983,0.37684897,14.477533,87.0,27.772757,500.0,4.8472238,9.73858,956,21316,0,Old Age
2,52.403214,0.20374076,18.298553,63.373997,23.253792,500.0,51.981125,5.82142,9725,626,20911,Starvation
2,55.69438,0.40553862,70.73927,61.063766,32.78461,500.0,72.79569,3.409628,9642,8831,13502,Starvation
1,5118.6294,0.41571775,87.44163,95.0,13.990599,500.0,61.704872,3.799496,4269,22792,0,Old Age
5,55.983166,0.5054384,69.75691,35.945053,23.796255,500.0,58.794548,6.107359,6163,6423,16771,Starvation
1,10141.735,0.48760608,99.813194,35.0,3.1687665,500.0,43.233906,7.797164,5848,23353,0,Old Age
2,46.291992,0.4951738,62.713196,91.5742,18.549953,500.0,72.354485,7.163516,4812,17408,6022,Old Age
6,38.796257,0.3922962,38.466793,22.693466,16.043285,500.0,87.711555,3.7867963,9574,589,22921,Starvation
3,37.607094,0.39186034,86.58535,97.79683,22.147247,500.0,84.79454,2.8841207,4321,8778,14747,Starvation
2,44.0,0.10720545,46.319695,21.862654,21.862654,500.0,62.915176,1.4986291,14796,941,23166,Starvation
5,57.63171,0.22951306,73.643486,52.47222,22.79182,500.0,42.294987,3.5959625,7957,550,23839,Starvation
4,44.81521,0.4657623,109.4958,52.931072,29.055632,500.0,78.443054,3.8160975,5998,6559,18098,Starvation
2,17.159365,0.41808733,87.54247,87.00344,9.249657,500.0,65.5242,4.722391,3884,6581,18330,Starvation
1,8971.26,0.47388673,42.387913,78.0,26.694382,500.0,74.8468,8.136196,1389,25072,0,Old Age
5,44.055634,0.24579388,43.17533,30.639305,17.443659,500.0,92.144844,3.60462,7390,742,24610,Starvation
2,59.286358,0.25083247,43.73679,65.70735,33.47272,500.0,45.672493,6.1553903,14916,1794,23606,Starvation
5,70.64695,0.5189642,45.06875,66.92285,35.899055,500.0,84.18388,8.572925,5346,549,25013,Starvation
4,38.564747,0.5597695,41.10539,81.111046,20.154,500.0,88.24694,6.8953905,8573,1987,23769,Starvation
1,6041.3086,0.32096237,58.832817,77.0,19.597609,500.0,37.905754,4.277869,12155,26024,0,Old Age
5,36.538124,0.35761273,63.95296,92.83278,17.196314,500.0,65.81351,6.3806133,7992,767,26074,Starvation
3,17.15607,0.40059465,64.18735,87.00854,6.7567506,500.0,88.12043,4.3433943,6393,3173,23799,Starvation
5,73.850044,0.29674637,77.5636,114.33829,40.98812,500.0,35.385696,5.2452326,8904,2440,24787,Starvation
3,38.616493,0.31128463,60.223248,59.675056,23.425802,500.0,85.920166,2.0967615,7113,988,26696,Starvation
2,36.906414,0.29603755,44.45472,51.104233,20.408869,500.0,63.02852,3.796299,14862,971,26842,Starvation
1,12236.359,0.11450971,16.165504,20.0,18.117634,500.0,61.593914,7.3109345,13662,29019,0,Old Age
4,73.5766,0.5525076,71.33705,44.02394,43.952568,500.0,56.543213,6.646811,9963,17079,12248,Starvation
7,62.65184,0.36260515,62.125134,67.808716,37.2741,500.0,61.55669,3.8159237,10398,2028,27331,Starvation
6,46.702805,0.14908978,71.77109,26.36414,23.913,500.0,69.54938,4.3438334,7719,229,29430,Starvation
3,50.310875,0.44369397,77.84869,87.85798,30.658333,500.0,89.268135,5.9806004,3738,17582,12118,Old Age
7,52.913002,0.13005653,73.89258,25.389238,24.297396,500.0,48.04197,2.1238265,10491,388,29646,Starvation
8,39.297394,0.06452376,42.631184,21.373926,21.373926,500.0,60.54835,2.5853784,12402,394,29733,Starvation
4,50.255943,0.38921627,77.79899,99.662315,32.68132,500.0,48.338356,4.7283926,9662,10777,19360,Starvation
8,41.0781,0.16927348,55.62577,35.560646,16.347221,500.0,91.477005,4.2244353,10832,412,29789,Starvation
3,41.73413,0.3760688,52.61642,37.977894,19.093529,500.0,54.989235,5.4860945,8833,2328,28204,Starvation
3,52.616493,0.2949312,99.08983,62.328915,21.890593,500.0,62.33572,1.5004638,7267,509,30302,Starvation
6,62.198776,0.4227325,66.972015,53.635895,29.308239,500.0,73.14839,2.573072,7561,1223,29724,Starvation
4,36.890594,0.16089888,46.64688,42.3581,23.629711,500.0,90.24883,1.8920764,10382,470,30548,Starvation
7,69.50609,0.3718101,63.71192,39.989567,26.078098,500.0,88.25988,4.4389257,8525,1436,29743,Starvation
5,50.326168,0.35554868,88.17393,61.41606,31.188011,500.0,58.94518,4.0424576,5730,2205,29067,Starvation
5,72.40137,0.28439158,98.69762,97.47659,26.319382,500.0,43.18522,3.457324,9559,1826,29622,Starvation
7,72.20889,0.6025215,58.515205,51.090496,35.66011,500.0,83.54314,5.5299807,4373,810,30653,Starvation
8,50.66011,0.18318191,43.38394,27.369154,21.962786,500.0,99.21631,3.2536998,7537,388,31378,Starvation
9,50.962784,0.13927099,40.519173,27.49656,19.900858,500.0,77.571365,2.110767,12750,312,31480,Starvation
10,34.900856,0.11792599,33.991688,15.345577,15.345577,500.0,86.945526,2.4027705,15244,351,31597,Starvation
1,13328.712,0.43141693,87.31521,35.0,30.495972,500.0,62.23851,0.8808506,7976,32236,0,Old Age
4,62.09893,0.51957476,117.20125,74.893715,31.23264,500.0,55.156837,2.2436166,5333,8261,24025,Starvation
5,46.23264,0.15947029,51.19114,55.635418,15.831144,500.0,86.20615,2.1068962,7130,564,32240,Starvation
6,53.450153,0.41322973,85.96774,91.63953,33.65184,500.0,63.302994,4.9348874,7152,9100,23915,Starvation
2,44.0,0.06935617,43.043205,24.56821,24.56821,500.0,50.2237,1.5469025,11371,442,33380,Starvation
4,55.672825,0.472573,76.88265,78.00467,28.63171,500.0,21.610804,5.4422965,6798,26013,8383,Starvation
11,56.86212,0.51293325,111.30967,62.649036,25.665236,500.0,64.69698,5.0939198,7345,1670,33601,Starvation
6,46.702805,0.3071395,63.488937,29.660542,24.288757,500.0,92.547676,3.3439298,7443,1469,34806,Starvation
3,64.78522,0.45947948,107.84983,100.59639,31.602957,500.0,40.261612,3.5415363,5867,27918,8382,Old Age
9,76.63279,0.63786596,55.249573,84.226105,37.817493,500.0,58.568745,3.7756302,5535,5812,30777,Starvation
5,57.97907,0.44675365,54.72325,61.531113,27.144426,500.0,44.06083,5.9286146,6094,2481,34384,Starvation
11,40.159317,0.42299414,55.92743,47.86686,26.011501,500.0,52.973164,2.6873507,5940,4303,32740,Starvation
2,49.075138,0.36472717,40.66083,75.074646,19.107773,500.0,31.364382,7.759787,12244,692,36628,Starvation
2,70.168724,0.17293088,78.6625,75.94305,38.29317,500.0,33.213436,2.4078484,11888,1103,36721,Starvation
8,66.892746,0.5280943,61.226425,61.514683,36.126698,500.0,51.97596,3.4332135,3753,7248,30734,Starvation
7,35.653694,0.16018341,50.852673,39.123238,17.062239,500.0,76.690834,3.2737513,10004,458,38525,Starvation
4,58.29734,0.5040759,57.522503,79.63994,29.347359,500.0,47.452606,4.788924,3131,14004,25012,Starvation
7,49.653694,0.25656882,58.746548,47.36135,17.72762,500.0,73.61648,2.278545,9436,321,39456,Starvation
8,32.72762,0.18500341,50.41452,38.42913,20.20703,500.0,72.6656,2.4756563,10442,1029,39660,Starvation
6,39.60922,0.5415299,64.31173,46.81038,20.653696,500.0,78.3497,4.78954,10911,4665,37168,Starvation
8,40.698677,0.23540498,58.330032,56.630974,15.892971,500.0,60.04641,3.6470797,11592,808,41462,Starvation
7,69.853455,0.44479573,39.97497,97.79666,32.029133,500.0,69.62035,7.2732315,5114,3300,39009,Starvation
7,61.15979,0.6126688,45.7054,47.95396,35.286922,500.0,60.280197,5.3194423,7945,2913,40113,Starvation
7,28.56011,0.5432965,45.775036,67.17977,11.698678,500.0,66.352516,4.8611064,13861,2370,40730,Starvation
7,55.506092,0.35626167,33.367085,42.02213,25.33218,500.0,94.58066,4.5619454,5805,1057,42606,Starvation
11,43.824764,0.5490585,28.683735,68.980896,18.93675,500.0,60.962414,6.5980215,8017,2340,41748,Starvation
10,45.723907,0.6135501,24.40852,95.71645,23.171068,500.0,85.815125,5.6089077,9204,7995,36566,Starvation
2,36.906414,0.2748579,53.325466,58.56637,14.654565,500.0,64.00979,4.0961843,15315,1371,44342,Starvation
11,63.677162,0.6166791,45.756752,67.14068,23.156109,500.0,98.11075,7.3163114,8696,2644,43182,Starvation
12,31.062523,0.6040562,32.865757,68.023254,14.220108,500.0,78.71487,5.114631,9270,2870,43619,Starvation
4,40.209507,0.30176526,52.911095,62.628334,19.156902,500.0,57.046295,6.7545204,10330,804,45846,Starvation
6,65.246414,0.51632315,48.06694,81.87416,40.506092,500.0,79.483864,6.914279,5025,21804,25181,Starvation
6,60.702805,0.38481244,88.4199,41.33208,28.227474,500.0,54.75751,2.7780254,11873,709,46655,Starvation
3,64.78522,0.35358202,64.24325,88.91977,32.303093,500.0,26.932308,6.319763,4902,3226,44516,Starvation
5,74.6109,0.5330526,90.41035,49.987713,31.702805,500.0,73.1654,4.721804,7266,19611,29320,Starvation
13,45.993725,0.17232358,36.883537,38.54856,26.482382,500.0,94.15324,3.0701644,9734,461,48682,Starvation
6,60.702805,0.33597955,60.19567,30.292439,30.292439,500.0,67.717674,2.7651844,13590,1009,48807,Starvation
1,10460.743,0.27724844,78.76076,94.0,41.168724,500.0,7.135128,7.137312,10067,49837,0,Old Age
13,38.90014,0.5107056,38.73701,79.00984,17.535675,500.0,63.91684,5.4248714,7531,2391,48092,Starvation
2,44.486572,0.5195276,92.27078,71.68751,23.616495,500.0,77.037796,2.709912,4660,47713,2772,Starvation
